question,wrong_choices,correct_answer
"Detect analogy : Hiss : Hoot : Trumpet","They are joyous cries of children., They are sound made by war-instruments., The terms are used in connection with news.","They are sound made by certain creatures."
"Detect analogy : Crocodile : Chameleon : Tortoise","They have hard shells., They live near water., They keep on changing colour.","They are reptiles."
"Detect analogy : Knight : Rook : Bishop","These are missionaries., These are churchmen., These are ranks of military.","These are chessmen."
"Detect analogy : Delhi : Agra : Methura","They have been capitals of the country., They have exquisite temples., They have religious backgroun","They are situated on the bank of river Yamun"
"Detect analogy : Sweep : Scrub : Wipe","These are terms connected with rubbing., These are games of cards., These are terms used by motor mechanics.","These are terms connected with cleaning."
"Detect analogy : Chain : Link : Bridge","They all have hooks., They are related with ornaments., The terms are related with prison.","They join two parts."
"Detect analogy : Gnu : Emu : Curlew","These are fast runners., These are small insects., These are animal pests.","These are birds."
"Detect analogy : Mars : Mercury : Venus","They have no opposite motion., They are evil planets., They have no corresponding lucky stone.","They are the planets nearest to the earth."
"Detect analogy : Analects : Zend Avesta : Torah","These are places of worship., These are three sects of Muslims., These are names of religions.","These are names of religious books."
"Detect analogy : Sandstone : Limestone : Coal","They are formed by metamorphic rocks., They are chemical minerals., They are found in river beds.","They are formed in sedimentary rocks."
"Which of the following is the same as Canoe, Raft, Wangan ?","Shallot, canopy, Submarine","Dinghy"
"Which of the following is the same as Radium, Polonium, Uranium ?","Caesium, Barium, Strontium","Thorium"
"Which of the following is the same as Weevils, Borer, Beetle ?","Termites, Lice, Ringworms","Moth"
"Which of the following is the same as Measles, Rabies, Cancer ?","Pneumonia, Diabetes, Tetanus","Hepatitis"
"Which of the following is the same as Sial, Sima, Mantle ?","Asteroid, Ionosphere, Comet","Core"
"Which of the following is the same as Wrestling, Karate, Boxing ?","Swimming, Polo, Pole vault","Judo"
"Which of the following is the same as Grafting, Budding, Layering ?","Digging, Field, Seed","Weeding"
"Which of the following is the same as Steel, Bronze, Brass ?","Calcite, Methane, Zinc","Magnalium"
"Which of the following is the same as Emancipate, Free, Release ?","Quit, Pardon, Ignore","Liberate"
"Which of the following is the same as Cygnus, Pleides, Scorpio ?","Sirius, Venus, Vega","Orion"
"Which of the following is the same as Rabbit, Rat, Mole ?","Frog, Earthworm, Ant","Mongoose"
"Which of the following is the same as Count, List, Weigh ?","Compare, Sequence, Number","Measure"
"Which of the following is the same as Kathak, Bihu, Garbha ?","Kathakali, Pongal, Bharatnatyam","Bhangra"
"Which of the following is the same as Instill, Inside, Inform ?","Interview, Institute, Intelligent","Intent"
"Which of the following is the same as Flood, Fire, Cyclone ?","Damage, Rain, Accident","Earthquake"
"Which of the following is the same as Lung, Pharynx, Bronchioles ?","Ribs, Oesophagus, Nephrons","Alveoli"
"Which of the following is the same as Ode, Ballad, Lyric ?","Prose, Epic, Precis","Sonnet"
"Which of the following is the same as Dozen, Score, Decade ?","Number, Measurement, Counting","Century"
"Choose similar word: Bleat : Bray : Grunt","Croak, Cry, Scream","Bark"
"Choose similar word: Arid : Parched : Droughty","Cow, Draft, Earth","Dry"
"Choose similar word: Peat : Lignite : Bituminous","Granite, Basalt, Coke","Anthracite"
"Choose similar word: Daisy : Pansy : Rose","Garden, Plant, Red","Violet"
"Choose similar word: Jam : Jelly : Pickles","Butter, Grapes, Preserve","Marmalade"
"Choose similar word: Kanchenjunga : Anaimudi : Dhaulagiri","Himadri, Zaskar, Karakoram","Nandadevi"
"Choose similar word: BASIC : PASCAL : FORTRAN","CYCLOTRONE, COMPUTER, BHOPAL","COBOL"
"Choose similar word: Botany : Zoology : Cardiology","Seismology, Pedology, Taxonomy","Moraphology"
"Choose similar word: Gorges : Canyons : Meanders","Moraines, Tributaries, Mountains","Deltas"
"Choose similar word: Coal : Ebony : Soot","Rust, Ash, Blush","Raven"
"Choose similar word: Hokaido : Honshu : Shikoku","Madagascar, Shanghai, Sikiang","Kyushu"
"Choose similar word: Edge : Corner : Tip","Snow, Hill, Cap","Brink"
"Choose similar word: Basket : Pail : Pan","Spoon, Fork, Knife","Bowl"
"Choose similar word: Patna : Bombay : Dispur","Cochin, Trombay, Udaipur","Madras"
"Choose similar word: Root : Stem : Branch","Wood, Tree, Fertiliser","Leaf"
"Choose similar word: Sodium : Potassium : Zinc","Sulphur, Water, Iodine","Calcium"
"Choose similar word: Shark : Cod : Eel","Whale, Fish, Oyster","Dolphin"
"Choose similar word: Liver : Heart : Kidney","Blood, Nose, Urine","Lung"
"Choose similar word: Pituitary : Thyroid : Pancreas","Heart, Liver, Kidney","Adrenal"
"Choose similar word: Hair : Grass : Fur","Cloth, Wood, Leather","Feather"
"Choose similar word: Marble : Slate : Gneiss","Limestoe, Coal, Sandstone","Quartzite"
"Choose similar word: Violet : Orange : Yellow","Purple, White, Pink","Blue"
"Choose similar word: Canada : Chile : Germany","Paris, Chicago, Ottawa","Spain"
"Choose similar word: Potato : Carrot : Raddish","Tomato, Spinach, Sesame","Groundnut"
"Choose similar word: Clutch : Brake : Horn","Scooter, Car, Accident","Steering"
"Choose similar word: Diamond : Sapphire : Ruby","Gold, Silver, Bronze","Emerald"
"Choose similar word: Jute : Cotton : Wool","Terylene, Rayon, Nylon","Silk"
"Choose similar word: Peas : Gram : Pulses","Rice, Barley, Coconut","Beans"
"Choose similar word: Ohm : Watt : Volt","Light, Electricity, Hour","Ampere"
"Choose similar word: Calf : Kid : Pup","Infant, Young, Animal","Larva"
"Choose analogous pair: Intelligensia : Elitist","Commonality : Common class, Gentry : Public, Outer shell : Sea shell","Rabble : Plebeian"
"Choose analogous pair: Rampart : Fortress","River : Lake, Fence : House, Cage : Animal","Parapet : Roof"
"Choose analogous pair: Scythe : Reaping","Light : Shining, Saws : Gluing, Screws : Turning","Shears : Cutting"
"Choose analogous pair: Fond : Doting","Solicitous : Concern, Vebose : Wordiness, Magnificent : Grandiose","Flurry : Blizzard"
"Choose analogous pair: Relax : Work","Play : Cheat, Lunch : Dinner, Smile : Laugh","Fresh : Stale"
"Choose analogous pair: Incandescent : Glowing","Flash : Flame, Tedious : Bore, Boor : Oafish","Indefatigable : Untiring"
"Choose analogous pair: Apostate : Religion","Potentate : Kingdom, Bureaucrat : Government, Jailor : Law","Traitor : Country"
"Choose analogous pair: Spider : Web","Ink : Pen, Cock : Hen, Teacher : Student","Poet : Poetry"
"Choose analogous pair: Bruise : Fall","Walk : Run, Wound : Antiseptic, Tonic : Health","Tipsy : Drink"
"Choose analogous pair: Dislike : Repulsion","Dream : Sleep, Steal : Crime, Reputation : Behaviour","Intelligence : Wit"
"Choose analogous pair: Tree : Branches","Continent : Island, Stream : Delta, Ocean : Seas","River : Tributaries"
"Choose analogous pair: Berries : Bush","Herd : Plant, Tea : Leaves, Coffee : Plantation","Melon : Vine"
"Choose analogous pair: Fan : Sweat","Fire : Smoke, Wind : Evaporation, Corp : Harvest","Rain : Drought"
"Choose analogous pair: Thrust : Spear","Scabberd : Sword, Mangle : Iron, Bow : Arrow","Fence : Epee"
"Choose analogous pair: East : Orient","North : Polar, North : Torpic, South : Capricorn","West : Occident"
"Choose analogous pair: Jews : Synagogue","Parsis : Temple, Jains : Fire Temple, Hindus : Vedas","Buddhists : Pagoda"
"Choose analogous pair: Taj Mahal : Agra","Algeria : Africa, Cotton : Ahmedabad, Turkey : Asia","Eiffel Tower : France"
"Choose analogous pair: Steering : Car","Needle : Cloth, Knife : Whittle, Pallet : Painter","Paddle : Canoe"
"Choose analogous pair: Script : Drama","Article : Magazine, Lyrics : Note, Score : Symphony","Chapter : Book"
"Choose analogous pair: Hermit : Solitude","Warrior : Civility, Traitor : Loyalty, Ascetic : Self denial","Researcher : Finding"
"Choose analogous pair: Editor : Magazine","Director : Film, Novel : Writer, Librarian : Library","Psychiatrist : Neurotic"
"Choose analogous pair: Commander : Commands","Senator : Legislates, Checks : Teacher, Surgeon : Diagnosis","Aerates : Aviator"
"Choose analogous pair: Square : Cube","Circle : Sphere, Line : Cyliner, Sphere : Earth","Triangle : Prism"
"Choose analogous pair: Jute : Sack","Shoe : Sock, Cotton : Fibra, Mill : Cloth","Wool : Sweater"
"Choose analogous pair: Streptococci : Pneumonia","Quinine : Malaria, Boat : Sea, Malnutrition : Rickets","Mosquito : Malaria"
"Choose analogous pair: Vaseline : Petrol","Tea : Leaves, Plant : Tree, Butter : Ghee","Cream : Milk"
"Choose analogous pair: Large : Enormous","Big : Small, Less : Greater, Regal : Royal","Plump : Fat"
"Choose analogous pair: Threat : Insecurity","Thunder : Lightning, Clouds : Rain, Disease : death","Challenge : Fight"
"Choose analogous pair: Acoustic : Sound","Mathematics : Geometry, Radio : Song, Communication : Phone","Pathology : Disease"
"Choose analogous pair: Deplete : Enervate","Tighten : Loosen, Invigorate : Tired, Strengthen : Weak","Exhaust : Enfeeble"
"Choose analogous pair: Dive : Opera","Conductor : Bus, Director : Drama, Producer : Theatre","Thespian : Play"
"Choose analogous pair: Court : Justice","Police : Crime, Teacher : Study, Doctor : Sickness","Auditor : Accuracy"
"Choose analogous pair: Calendar : Date","Time : Hour, Transport : Bus, City : Pincode","Dictionary : Word"
"Choose analogous pair: Equator : Latitude","Visitor : Guest, Needle : Direction, Fish : Water","Pigeon : Bird"
"Choose analogous pair: Carnivore : Herbivore","Animal : Bird, Camel : Giraffe, Horse : Lion","Flesh : Plant"
"Choose analogous pair: Coal : Thermal","Power : Energy, Bulb : Light, Air : Atmosphere","Water : Hydel"
"Choose analogous pair: Liquator : Intoxicates","Oil : Smears, Medicine : Soothes, Drug : Addicts","Morphine : Sedates"
"Choose analogous pair: Question : Question Mark","Remark : Colon, Sentence : Period, Clause : Semicolon","Aside : Parentheses"
"Choose analogous pair: Presumption : Certainty","Flasehood : Truth, Theorem : Proof, Hunch : Guess","Hearsay : Authenticity"
"Choose analogous pair: Filter : Water","Expurge : Book, Edit : Text, Curtail : Activity","Censor : Play"
"Choose analogous pair: Intimidate : Wheedle","Resolute : Impetuous, Coordinate : Disinter, Defile : Rebuke","Extol : Disparage"
"Choose analogous pair: Necklace : Adornment","Bead : Necklace, Scarf : Dress, Pearl : Diamond","Medal : Decoration"
"Choose analogous pair: Cream : Cosmetics","Tiger : Forest, Magazine : Editor, Teak : Wood","Mountain : Valley"
"Choose analogous pair: Dawn : Morning","Morning : Evening, Sun : Rain, Lamp : Light","Autumn : Winter"
"Choose analogous pair: Accident : Mishap","Eminent : Notorious, Pacify : Provoke, Dearth : Plenty","Abrupt : Sudden"
"Choose analogous pair: Capricious : Reliability","Arbitrary : Whimsical, Unreliable : Inhuman, Extemporaneous : Predictability","Tenacious : Practicality"
"Choose analogous pair: Propensity : Tendency","Prologue : Epilogue, Master : Slave, Conduct : Immorality","Audacity : Impudence"
"Choose analogous pair: War : Destruction","Court : Justice, Water : Drown, Food : Hunger","Fire : Burn"
"Choose analogous pair: Sea : Shore","Train : Rails, Ocean : Bay, River : Delta","Road : Footpath"
"Choose analogous pair: Hope : Aspire","Fake : Ordinary, Film : Flam, Love : Elevate","Fib : Lie"
"Choose analogous pair: Bird : Wings","Whale : Water, Dog : Lungs, Pen : Paper","Car : Wheel"
"Choose analogous pair: Choose : Discard","Love : Adore, Walk : Run, Sit : Stand","Draw : Push"
"Choose analogous pair: Barrel : Vial","Book : Readers, Brochure : Compiler, Length : Height","Book : Pamphlet"
"Choose analogous pair: Indigent : Wealthy","Scholarly : Erudite, Native : Affluent, Angry : Rich","Gauche : Graceful"
"Choose analogous pair: Baldness : Hair","Talk : Whisper, Giggle : Laugh, Quiet : Peace","Silence : Noise"
"Choose analogous pair: Sphere : Ball","Circle : Disc, Line : Rope, Triangle : Cone","Cube : Dice"
"Choose analogous pair: Protagonist : Character","Earth : Moon, Lizard : Housefly, Whale : Fish","Termite : Insect"
"Choose analogous pair: Archaeologist : Antiquity","Doctor : Medicine, Teacher : Education, Minister : Theology","Ichthyologist : Marine life"
"Choose analogous pair: Pedant : Erudition","Blunt : Politician, Enemy : Friendly, Diplomat : Tactless","Prude : Modesty"
"Choose analogous pair: Liquor : Drink","Bread : Butter, Snuff : Inhale, Water : Sip","Tea : Beverage"
"Choose analogous pair: Optimistic : Pessimistic","Difficult : Impossible, Study : Play, Tolerating : Disgusting","Export : Import"
"Choose analogous pair: Rain : Patter","Birds : Flight, Animal : Graze, Men : Walk","Door : Bang"
"Choose analogous pair: Rotate : Gyrate","Putrefy : Reject, Anachorism : Cubism, Accolade : Criticism","Absolve : Exonerate"
"Choose analogous pair: Corporeal : Spiritual","Pedagogue : Teacher, Foreigner : Immigrant, Mesa : Plateau","Moron : Savant"
"Choose analogous pair: Evaporation : Cloud","Mountain : Snow, Pressure : Atmosphere, Book : Pages","Tension : Breakdown"
"Choose analogous pair: Sailor : Pirate","Police : Robbers, Lion : Lamb, Major : Sepoy","Plant : Fungus"
"Choose analogous pair: Roof : Foundation","Plateau : Plain, Hay : Grass, Hill : Mountain","Peak : Valley"
"Choose analogous pair: Land : Cape","House : Gate, Hand : Glove, Finger : Nails","Foot : Toe"
"Choose analogous pair: Cube : Cuboid","Oval : Sphere, Square : Cube, Triangle : Cone","Sphere : Ellipsoid"
"Choose analogous pair: Perforate : Holes","Repent : Sins, Filter : Water, Decorate : Rooms","Speckle : Spots"
"Choose analogous pair: Leather : Milk","Cat : Mouse, Curd : Bacteria, Sun : Moon","Fruit : Rubber"
"Choose analogous pair: Trilogy : Novel","Gun : Cartridge, Rice : Husk, Milk : Cream","Serial : Episode"
"Choose analogous pair: Coronation : Reign","Vaccination : Immunity, Sculptor : Statue, Degree : Graduate","Summer : Rain"
"Choose analogous pair: Rocket : Fuel","Machine : Oil, Current : Electricity, River : Water","Man : Energy"
"Choose analogous pair: Revolution : Change","Disease : Medicine, Famous : Notorious, Food : Energy","Treaty : Peace"
"Choose analogous pair: Utopia : English","Tulsidas : Sanskrit, Monalisa : English, Dante : Latin","Odyssey : Greek"
"Choose analogous pair: Pharaohs : Egypt","Socrates : Greece, Imperator : Rome, Government : State","Kings : India"
"Choose analogous pair: Grain : Salt","Blades : Grass, Shred : Wood, Shard : Pottry","Chip : Glass"
"Choose analogous pair: Preamble : Constitution","Word : Dictionary, Contents : Magazine, Explanation : Poetry","Preface : Book"
"Choose analogous pair: Animal : Menagerie","Flowers : Pot, Milk : Glass, Grapes Bunch","Painting : Museum"
"Choose analogous pair: Cistern : Water","House : Family, Vase : Water, Book : Knowledge","Cup : Tea"
"Choose analogous pair: Inn : Traveller","Lodging : Man, Country : Citizen, Ashram : Gurus","Dormitory : Students"
"Choose analogous pair: Inherit : Acquire","Instinct : Habit, Loss : Gain, Learn : Discover","Hierarchial : Succession"
"Choose analogous pair: Proscenium : Stage","Lamp : Table, Lines : Bed, Compass : Needle","Portico : House"
"Choose analogous pair: Lawn : Grass","Wool : Sheep, Skin : Goat, Rice : Farm","Fur : Pelt"
"Choose analogous pair: Plants : Coal","Crops : Manure, Cow : Milk, Fire : Smoke","Animals : Oil"
"Choose analogous pair: Introduction : Conclusion","Deposit : Take, Companion : Scoundrel, Mingle : Emerge","Salutation : Farewell"
"Choose analogous pair: Termite : Wood","Neem : Cotton, Fibre : Jute, Thread : Cloth","Moth : Wool"
"Choose analogous pair: Rectangle : Cylinder","Square : Sphere, Circle : Disc, Wall : Room","Triangle : Cone"
"Choose analogous pair: Formula : Constituent","Roclet : Pilot, Carburettor : Mixture, Binomial : Monocular","Eduation : Term"
"Choose analogous pair: Parsing : Grammar","Running : Health, Praying : God, Cleaning : House","Paratrooping : Air Forse"
"Choose analogous pair: Story : Novel","School : University, Book : Dictionary, Poetry : Drama","Sea : Ocean"
"Choose analogous pair: Farce : Absurdity","Disease : Medicine, Tragedy : Comedy, Energy : Electricity","Charity : Generisity"
"Choose analogous pair: Money : Transaction","Life : Death, Water : Drink, Ideas : Exchange","Language : Conversation"
"Choose analogous pair: Visitor : Welcome","Beggar : Hungry, Worship : God, Warrior : Conquer","Criminal : Prosecute"
"Choose analogous pair: Expend : Replenism","Exhort : Encourage, Formant : Rebellion, Encroachment : Occupy","Defect : Rejoin"
"Choose analogous pair: Garbage : Dustbin","Tree : Honey, Kitchen : House, Bangles : Hand","Medicine : Capsule"
"Choose analogous pair: Ribs : Lungs","Ball : Sphere, Hand : Fingers, Coat : Tie","Shell : Nut"
"Choose analogous pair: Overlook : Aberration","Mitigate : Penitence, Error : Omission, Conviction : Criminal","Condone : Offence"
"Choose analogous pair: Duralumin : Aircraft","Brass : Alloy, Stone : Sculptor, Iron : Steel","Bronze : Statue"
"Choose analogous pair: Mongoose : Snake","Milk : Goat, Whale : Crow, Water : Sky","Fish : Crane"
"Choose analogous pair: Illiterate : Uneducated","Country : State, City : Village, Palace : Hut","Vision : Sight"
"Choose analogous pair: Cool : Frigid","Livid : Lurid, Pool : Placid, Lack : Abundant","Tepid : Torried"
"Choose analogous pair: Laboratory : Germs","School : Students, Playground : Games, Library : Books","Observatory : Planets"
"Choose analogous pair: Lamb : Frisk","Deer : Swoop, Bear : Leap, Lion : Stride","Cat : Steal"
"Choose analogous pair: Monk : Monastery","Noble : House, Lion : Hole, Peasant : Village","Nun : Convent"
"Choose analogous pair: Cricket : Pitch","Ship : Dock, Boat : Harbour, Wrestling : Track","Boxing : Ring"
"Choose analogous pair: Tree : Sapling","Rock : Mountain, Giant : Dwarf, Hut : Mansion","Horse : Foal"
"Choose analogous pair: Coffee : Beverages","Bread : Butter, Milk : Tea, Grapes : Wine","Burger : Snacks"
"Choose analogous pair: Stage : Theatre","Car : Road, Patient : Hospital, School : Education","Badroom : House"
"Choose analogous pair: Graphite : Lubricant","Movement : Friction, Iron : Steel, Wool : Cloth","Diamond : Abrasive"
"Choose analogous pair: Poverty : Prosperity","Love : Sorrow, Train : Cart, Rain : Flood","Intelligence : Stupidity"
"Choose analogous pair: Hook : Fish","Stadium : Games, Symphony : Music, Word : Alphabet","Glove : Ball"
"Choose analogous pair: Pulp : Paper","Rope : Hemp, Rayon : Cellulose, Thread : Needle","Yarn : Fabric"
"Choose analogous pair: Wan : Colour","Enigmatic : Puzzle, Insipid : Flavour, Copulent : Weight","Pallid : Complexion"
"Choose analogous pair: Artist : Troupe","Market : Crowd, Flowers : Garland, Fishes : Pond","Singer : Chorus"
"Choose analogous pair: Basemant : Attic","Zenith : Apex, Zenith : Root, Apex : Pinnacle","Nadir : Zenith"
"Choose analogous pair: Poultry : Farm","Rice : Granary, Child : Playground, Bee : Hive","Rubber : Estate"
"Choose analogous pair: Greed : Corruption","Insult : Enemy, Sleep : Dream, Knowledge : Book","Goodwill : Friendship"
"Choose analogous pair: Sip : Gulp","Cup : Glass, Tent : Hut, Soup : Water","Touch : Push"
"Choose analogous pair: Lok Sabha : Legislature","Minister : Meeting, Judge : Court, People : Election","President: Executive"
"Choose analogous pair: Hitler : Germany","Shakespeare : England, Tulsidas : India, Boris Yeltsin : Russia","Mussolini : Italy"
"Choose analogous pair: Kangaroo : Australia","Whale : River, Elephant : Russia, India : Peacock","Penguin : Antarctica"
"Choose analogous pair: Executioner : Criminal","Florist : Flowers, Convict : Murderer, Worker : Manager","Butcher : Animals"
"Choose analogous pair: Biography : Autobiography","Memoirs : History, Author : Performer, Mobile : Automobile","Testimony : Confession"
"Choose analogous pair: Waiter : Tip","Student : Marks, Employee : Wages, Clerk : Bride","Worker : onus"
"Choose analogous pair: Portfolio : Securities","Lecture : Consignment, Star : Class, Trustee : Company","Panel : Jurors"
"Choose analogous pair: Iodine : Goitre","Mango : Anaemia, Hormones : Haemophilia, Fat : Obesity","Insulin : Diabetes"
"Choose analogous pair: Blister : Skin","Sore : Toe, Ball : Pitcher, Wound : Arm","Sty : Eye"
"Choose analogous pair: Thermometer : Temperature","Length : Breadth, Millimetre : Scale, Solar energy : Sun","Cardiograph : Heart rate"
"Choose analogous pair: Water : Thirst","Ripe : Harvest, Book : Ignorance, Needle : Stitch","Rain : Throat"
"Choose analogous pair: Horse : Mare","Duck : Geese, Dog : Puppy, Donkey : Pony","Fox : Vixen"
"Choose analogous pair: Sale : Purchase","Shop : Market, Cash : Credit, Profit : Loss","Give : Receive"
"Choose analogous pair: Locks : Warble","Crows : Cackle, Tiger : Yelp, Camel : Bleat","Owls : Hoot"
"Choose analogous pair: Read : Legible","Qualify : Eligible, See : Illegible, Require : Admissible","Hear : Audible"
"Choose analogous pair: Loath : Coercion","Irate : Antagonism, Irriate : Caressing, Contempaltive : Meditative","Reluctant : Persuasion"
"Choose analogous pair: Ballad : Song","Envelope : Letter, Prose : Literature, Cat : Leopard","Ode : Poem"
"Choose analogous pair: Karnataka : Bangalore","Mysore : Vrindaban, Haryana : Sonepat, Gujarat : Anand","Orissa : Bhubaneshwar"
"Choose analogous pair: Appointment : Ability","Transfer : Punishment, Business : Money, Examination : Success","Promotion ; Merit"
"Choose analogous pair: Fish : Mermaid","Cat : Lion, Unicorn : Tapestry, Pegasus : Fly","Horse : Centaur"
"Choose analogous pair: Dove : Peace","Crow : Scavenge, Knife : Cut, Lull : Storm","Pearl : Purity"
"Choose analogous pair: Knowledge : Ignorance","Cure : Health, Conceal : Hide, Construction : War","Breath : Suffocation"
"Choose analogous pair: Buoy : Channel","White line : Highway, Light house : Ship, Red light : Street","Road map : Travel"
"Choose analogous pair: Muslims : Quran","Hindus : Temple, Sikhs : Avesta, Christians : Christ","Jews : Torah"
"Choose analogous pair: Onam : Kerala","Christmas : Christians, Bhangra : Punjab, Kathak : Uttar Pradesh","Bihu : Assam"
"Choose analogous pair: Food : Hungry","Thought : Politics, Water : River, Wine : Intoxication","Rest : Weary"
"Choose analogous pair: Kitchen : Bedroom","Woman : Man, Vegetable : Fruit, Gas : Cylinder","Botany : Zoology"
"Choose analogous pair: Jupiter : Planet","Sparrow : Bird, Yamuna : River, Chilka : Lake","Everest : Peak"
"Choose analogous pair: Hypocrisy : Honesty","Literature : Philosophy, Arrogant : Notorious, Murder : Sympathy","Seldom : Often"
"Choose analogous pair: Bread : Flour","Train : Wagon, Car : Engine, House : Wall","Road : Asphalt"
"Choose analogous pair: Rectangle : Pentagon","Side : Angle, Diagonal : Perimeter, Noun of these","Triangle : Rectangle"
"Choose analogous pair: Eyes : Tears","Sea : Water, Heart : Artery, Hunger : Bread","Volcano : Lava"
"Choose analogous pair: Agreement : Dissent","Touchdown : Penalty, Schism : Diverge, Impasse : Concede","Latitude : Resistance"
"Choose analogous pair: Purity : Adulteration","Profuse : Availability, Rare : Scanty, Sink : Drown","Treachery : Sincerity"
"Choose analogous pair: Pain : Ache","Fever : Illness, Sufferring : Trouble, Damp : Arid","Lazy : Lethargic"
"Choose analogous pair: Patriotism : Citizens","Morality : Truthfulness, Character : Values, Homage : Martyrs","Concentration : Students"
"Choose analogous pair: Ornaments : Body","Painting : Canvas, Light : Road, Cleanliness : Hospital","Murals : Wall"
"Choose analogous pair: Rogue : Rascal","Notorious : Famous, Polite : Harse, Notorious : Famous","Spendthrift : Extravagent"
"Choose analogous pair: Valueless : Invaluable","Costly : Cut-rate, Frugality : Wealth, Thriftiness : Cheap","Miserly : Philanthropic"
"Choose analogous pair: Proctor : Supervise","Prophet : Rule, Prodigy : Wonder, Profiteer : Consume","Prodigal : Squander"
"Choose analogous pair: Taxonomist : Classify","Doctor : Madicine, Kind : Alms, Engineer : Building","Haggler : Bargain"
"Choose analogous pair: Horns : Bull","Mane : Lion, Hoofs : Horse, Wattles : Turkey","Antlers : Stag"
"Choose analogous pair: Aspirin : Headache","Amoeba : Dysentery, Acid : Burns, Iron : Anaemia","Quinine : Malaria"
"Choose analogous pair: Traveller : Destination","Beggar : Donation, Accident : Hospital, Teacher : Education","Refugee : Shelter"
"Choose analogous pair: Stationary : Mobile","Quilt : Sheet, Bulb : Tubelight, Vehicle : Bus","Quack : Expert"
"Choose analogous pair: Goose : Gander","Hen : Chicken, Horse : Bridle, Donkey : Bray","Duck : Drake"
"Choose analogous pair: Sculptor : Atelier","Painter : Portrait, Poet : Sonnet, Man : House","Miner : Quarry"
"Choose analogous pair: Egg : Omelette","Dam : River, Student : Classroom, Onion : Salad","Caly : Pottery"
"Choose analogous pair: Vandalism : Property","Embezzlement : Fraud, Implication : Crime, Testify : Reputation","Perjury : Testimony"
"Choose analogous pair: Mad : Insane","Red : Green, Healthy : Fat, Brave : Timid","Slim : Thin"
"Choose analogous pair: Carpenter : Furniture","Teacher : Teach, King : Empire, Farmer : Agriculture","Mason : Wall"
"Choose analogous pair: Shard : Pottery","Island : Sea, Frog : Amphibian, Grass : Field","Canto : Poem"
"Choose analogous pair: Geology : Earth","Architect : Building, Biology : Science, Aquarium : Fish","Archaeology : Artifacts"
"Choose analogous pair: Bird : Cage","Animals : Zoo, Antoque : Museum, Crime : Punishment","Thief : Prison"
"Choose analogous pair: Army : Logistics","Team : Individual, War : Logic, Soldiers : Students","Business : Strategy"
"Choose analogous pair: Palintiff : Defendant","Judge : Jury, Court : Law, Attorney : Lawyer","Injured : Accused"
"Choose analogous pair: Cricket : Football","Solid : Liquid, Hockey : Ball, Shoes : Gloves","Prose : Poetry"
"Choose analogous pair: Priest : Mitre","Student : Pen, Teacher : Chalk, Dictionary : Words","King : Crown"
"Choose analogous pair: Lively : Dull","Emotional : Sensitive, Flower : Bud, Happy : Gay","Employed : Jobless"
"Choose analogous pair: Banyan tree : Proproots","Potato : Tuber, Ginger : Stem, Spinach : Root","Climbers : Tendrils"
"Choose analogous pair: Bridge : Cards","Dam : River, Gamble : Money, Image : Mirror","Fencing : Sword"
"Choose analogous pair: Yen : Currency","Brass : Metal, Flower : Fragrance, Paper : Book","Karnataka : State"
"Choose analogous pair: Portico : Building","Wheel : Bicycle, Ship : Steamer, Stove : Kitchen","Fort : Fortress"
"Choose analogous pair: Sheep : Mutton","Duck : Roast, Hen : Poultry, Lamb : Veal","Deer : Venison"
"Choose analogous pair: Eagle : Eyire","Fox : Sty, Lion : Hole, Sheep : Coop","Sheep : Pen"
"Choose analogous pair: Infection : Illness","Satisfaction : Appetite, Applause : Audience, Antidote : Disease","Rehearsal : Performance"
"Choose analogous pair: State : Exile","Constitution : Amendment, Judge : Convict, Police : Arrest","Church : Excommunicate"
"Choose analogous pair: Coin : Mint","Grain : Field, Hay : Stable, Book : Publisher","Wine : Brewery"
"Choose analogous pair: Ass : Bray","Fox : Snout, Hen : Mew, Flies : Squeak","Sheep : Bleat"
"Choose analogous pair: Flag : Nation","Emblem : Prosperity, Wealth : Prestige, Honor : Status","Insignia : Rank"
"Choose analogous pair: Gypsy : Caravan","Hare : Byre, Monk : Temple, Convict : Cell","Knight : Mansion"
"Choose analogous pair: Donkey : Trot","Monkey : Waddle, Cat : Leap, Eagle : Stride","Mouse : Scamper"
"Choose analogous pair: Fragile : Crack","Cemetery : Death, Hydro : Water, Irreducible : Reduce","Pliable : Bend"
"Choose analogous pair: Soldier : Regiment","Flower : Bunch, Drop : Ocean, Deer : Jungle","Sailor : Crew"
"Choose analogous pair: Doctor : Hospital","Plumber : Wrench, Water : Reservoir, Farmer : Village","Chef : Kitchen"
"Choose analogous pair: Sneer : Contempt","Snarl : Restlessness, Mourn : Frustration, Joke : Happiness","Grimace : Pain"
"Choose analogous pair: Wick : Candle","Thread : Wool, Light : Darkness, Quick : Rapid","Lead : Pencil"
"Choose analogous pair: Toss : Hurl","Throw : Grab, Consider : Formulate, Bounce : Kick","Speak : Shout"
"Choose analogous pair: Fury : Ire","Amusement : Happiness, Joke : Laugh, Cry : Whisper","Convulsion : Spasm"
"Choose analogous pair: Heart : Cardiology","Brain : Psychology, History : Histology, Civics : Policy","Fossils : Paleontology"
"Choose analogous pair: Conciliatory : Friendliness","Garrulous : Old, Timid : Bold, Obvious : Explain","Cache : Hide"
"Choose analogous pair: Bear : Hibernation","Man : Immigration, Food : Adulteration, Frog : Aestivation","Bird : Migration"
