question,wrong_choices,correct_answer
Who was the Youngest daughter of Hazrat Muhammad (SAW)?,"A. Hazrat bibi Umm Kulthum (R.A)
B. Hazrat bibi Zainab (R.A)

D. Hazrat bibi Ruqayyah (R.A)",C. Hazrat bibi Fatima (R.A)
Hazrat bibi Umm Kulthum (R.A) was the daughter of Hazrat Muhammad (SAW) and ____________?,"A. Zaynab bint Khuzayma
B. Rayhana bint Zayd

D. Maria al-Qibtiyya",C. Khadija bint Khuwaylid
Hazrat bibi Zainab (R.A) was the daughter of Hazrat Muhammad (SAW) and ___________?,"A. Aisha bint Abi Bakr
B. Rayhana bint Zayd

D. Maria al-Qibtiyya",C. Khadija bint Khuwaylid
Hazrat bibi Fatima (R.A) was the daughter of Hazrat Muhammad (SAW) and __________?,,C. Khadija bint Khuwaylid
_________is standing straight during Rukus?,"B. Jalsa
C. Qayaam
D. Qaada",A. Qauma
Which two prayers are offered together at Muzdalifa on the 9th Zil-ul-Hajj?,"A. Fajar-Zuhar

C. Isha-Fajar
D. None of these",B. Maghrib-Isha
Who Urged Hazrat Adam ( A.S ) to taste Prohibited Tree ?,"B. Hazrat Jibraeel (AS)
C. Hazrat Hawwa (AS)
D. All of the above",A. Iblees
Which caliph formed a parliament namely Majlis e Aam?,"A. Hazrat Abu Bakar

C. Hazrat Usman
D. Hazrat Ali",B. Hazrat Umar
Takbeer-e-Tashreeq is recited in_________?,"A. Juma Prayer

C. Eid-ul-fitr
D. Janaza",B. Eid-ul-Uzha
What is name of 24th Para of Holy Qur’an?,"A. Wa Mali

C. Elahe Yuruddo
D. Ha’a Meem",B. Faman Azlam
What is name of 25th Para of Holy Qur’an?,"A. Wa Mali
B. Faman Azlam

D. Ha’a Meem",C. Elahe Yuruddo
What is name of 26th Para of Holy Qur’an?,"A. Wa Mali
B. Faman Azlam
C. Elahe Yuruddo",D. Ha’a Meem
What is name of 27th Para of Holy Qur’an?,"B. Qadd Sami Allah
C. Tabarakallazi
D. Amma Yatasa’aloon",A. Qala Fama Khatbukum
What is name of 28th Para of Holy Qur’an?,"A. Qala Fama Khatbukum

C. Tabarakallazi
D. Amma Yatasa’aloon",B. Qadd Sami Allah
What is name of 29th Para of Holy Qur’an?,"A. Qala Fama Khatbukum
B. Qadd Sami Allah

D. Amma Yatasa’aloon",C. Tabarakallazi
What is name of 30th Para of Holy Qur’an?,"A. Qala Fama Khatbukum
B. Qadd Sami Allah
C. Tabarakallazi",D. Amma Yatasa’aloon
The Short period between two Sajda’s is called________?,"A. Qauma

C. Qayaam
D. Qaada",B. Jalsa
To sit straight in Salat is called________?,"A. Qauma
B. Jalsa
C. Qayaam",D. Qaada
How many days Hazrat Muhammad PBUH stayed during Tabook Battle?,"A. 10

C. 08
D. 18",B. 20
Apostasy movement took place in the khilafat of_________?,"A. Hazrat Umar(R.A)
B. Hazrat Ali( R.A)

D Hazrat Usman (R.A)",C. Hazrat Abu bakar (R.A)
How many Ahadis does the “Sahih Bukhari” contain?,"A. 5,636

C. 8,821
D. 6,722","B. 7,275"
Name the first authority for the compilation of Ahadis?,"B. Imam Bukhari
C. Imam Ahmad
D. Imam Abu Hanifa",A. Imam Maalik
What is the name of the Surah that was last revealed on the Quran?,"A. Al- Nas

C. Al- Alaq
D. Al- Falaq",B. Al- Nasr
When Hazrat Imam Shafi was born in Gaza?,"A. 140 AH

C. 160 AH
D. 170 AH",B. 150 AH
Hazrat Imam Shafi died in _______ at Egypt?,"B. 212 AH
C. 220 AH
D. 223 AH",A. 204 AH
Fatwa kazi khan is the authentic fatwa of which sect?,"A. Fiqah Hanbali
B. Fiqah Shafi

D. Fiqah Jafriya",C. Fiqah Hanfia
Name the Prophet who was the first man to write?,"A. Hazrat Ibrahim (A.S)
B. Hazrat Dawood (A.S)
C. Hazrat Shoaib (A.S)",D. Hazrat Idrees (A.S)
Mujadid Alif Sani is tiltle of_____________?,"B. Syed Ahmed Shaheed
C. Shah waliullah
D. None of these",A. Sheikh Ahmad sirhindi
When did Hazrat Hamza embraced Islam?,"B. Sixth Nabvi
C. Seventh Nabvi
D. Eighth Nabvi",A. Fifth Nabvi
Which incident took place on 24th September 622 AD in the life of Prophet Muhammad (SAW)?,"B. He fell ill
C. He was attacked
D. He was stopped to travel",A. He migrated to Madina
When Hijra started?,"B. 12th of Rabi-ul-Awwal of 12th year of Nabawat
C. 12th Rabi-ul-Awwal of 14th year of Nabawat
D. 12th Rabi-ul-Awwal of 10th year of Nabawat",A. 12th of Rabi-ul-Awwal of 13th year of Nabawat
When was the Qibla changed?,"B. 3rd Hijri
C. 1st Hijri
D. 4th Hijri",A. 2nd Hijri
How many essential beliefs are there in Iman-e-Mafassal?,"A. 5
B. 9

D. 11",C. 7
How many Muhajreen were there at the time of Mawaakhat?,"A. 35
B. 40

D. 50",C. 45
What is Ushr?,"B. 1/5th of precious stones
C. 1/10th of the whole property
D. All of these",A. 1/10th produce of agriculture
Boat of Hazrat Noah (A.S) is called ________?,"A. Curve

C. Arrow
D. Arrec",B. Arc
What is the meaning of Khums (???)?,"A. One sixth

C. One fourth
D. One seventh",B. One fifth
What was the number of clauses of Charter of Madina?,"A. 45
B. 46

D. 48",C. 47
Who is called Saqi-e-ZamZam?,"A. Hazrat Abu Bakar  (R.A)

C. Hazrat Ali-ul-Murtaza (R.A)
D. Imam Hussain (R.A)",B. Hazrat Abbas (R.A)
Who is called Malik-ut-Tajjar?,"A. Hazrat Abu Bakar (R.A)
B. Hazrat Umar Farooq (R.A)

D. Hazrat Mola Ali (R.A)",C. Hazrat Usman Ghani (R.A)
Sulah e Hudaibiya is called Fatah Al-Mubeen in Surah?,"A. Al-Baqrah
B. Al- Taubah
C. Al-Imran",D. Al-Fatah
She was alive at the time of “karbala” tragedy : Name her?,"A. Hazrat Umm- e Aiyman RA
B. Hazrat Ayesha RA

D. Hazrat Sumayya RA",C. Hazrat Umm-e-Salma RA
The height of Hazrat Adam (AS) was__________?,"A. 60 Feet
B. 80 Feet

C. none of these",C. 90 Feet
The tomb of Hazrat Abu Ayyub al-Ansari is situated at___________?,"A. Ankara
B. Madina

D. None of these",C. Istanbul
How many times does the name of Muhammad (SAW) come in the Quran?,"A. 1
B. 2
C. 3",D. 4
The Mosque of Prophet (PBUH) was damaged due to fire in the reign of__________?,"A. Shahjahan
B. Aurangzeb

D. Razia Sultana",C. Motasim Billah
What is the Original Name of Mu?ta?im bi’ll?h?,"A. Abu Ayub ibn Rashid

C. Abu Sufyan ibn Daud
D. Abu Ansar ibn Usman",B. Ab? Is??q Mu?ammad ibn H?r?n al-Rash?d
The period of reign of Ab? Is??q Mu?ammad ibn H?r?n al-Rash?d is from___________?,"B. 750-850
C. 700-800
D. 687-792",A. 833-842
"On the suggestion of whom, Holy Prophet (P.B.U.H) released the Prisoners of Ghazwa-e-Badar?","B. Hazrat Umar Farooq
C. Hazrat Ali-ulMurtaza
D. Hazrat Ameer Hamza",A. Hazrat Abu Bakar
Baghdad city was established as Capital of Abbasid Dynasty by____________?,"B. As’Saffah
C. Harun Rasheed
D. Al’Ma’mun",A. Al’Mansoor
House of Wisdom (Bayt-ul-Hikamah) was established by_____________?,"A. Al’Mansoor
B. Al’Ma’mun

D. Abdul Malik",C. Harun Rasheed
How many vowels does Arabic Language have?,"A. 2

C. 5
D. 7",B. 3
Who is known as Sadin of Makkah?,"A. Saad
B. Asad

D. Qasim",C. Hazrat Usaman Bin Abu Talha ( key Holder of KA’ABA)
Which daughters of Prophet Muhammad (PBUH) were first engaged with the two sons of Abu Lahab?,"A. Hazrat Ruqiya R.A & Zainab R.A
B. Hazrat Umme Kalsoom R.A & Hazrat Zainab R.A

D. None of these",C. Hazrat Ruqiyya R.A & Hazrat Umme Kalsoom R.A
Who martyred Abdullah Bin Zubair R.A?,"A. Abu Jahal
B. Abu Lahab

D. None of these",C. Hajjaj bin Yousuf
The Muslim invaded Spain in__________?,"A. 701 A.D

C. 717 A.D
D. 727 A.D",B. 711 A.D
Who was the first Muslim Caliph of Spain?,"B. Abd Al Jabar
C. Abd L Malik
D. Marwan 11",A. Abd Ar Rehman Ad-Dakhil
The Umayyad Caliphate was overthrown in 751 A.D by Abbasids after the_________?,"A. Battle of Tribes
B. Battle of Arabs
C. Battle of Islam",D. Battle of Zab
Who is a renowned biographer of Prophet Muhammad (PBUH):,"A. Martin lings

C. Vincent Cronin
D. Maurice Bucaille",B. Michael H Hart
Third Source of Islamic Fiqah is?,"A. Quran
B. Sunnat

D. Qiyas",C. Ijma
Jamia Masjid Damascus was built by___________?,"A. Ameer Muwiya
B. Umar Bin Abdul Aziz

D. Suleman",C. Walid I
Ayat-ul-Kursi is verse number in Surah Baqarah is:____________?,"A. 245
B. 250

D. 260",C. 255
Saying “Al-Hamdulillah” is known as____________?,"A. Tehleel
B. Takbeer

D. Tasbeeh",C. Tahmeed
__________conquered Bait-tul-Maqdas?,"A. Muhammad bin Qasim
B. Musa bin Nusair

D. Tariq bin Ziad",C. Salah udin Ayyub
Grand Mosque at Damascus was built by______________?,"A. Abdul Malik

C. Umar bin Abdul Aziz
D. None of the above",B. Walid bin Abdul Malik
Abu Ubaidah bin Jarrah was the conqueror of______________?,"A. Egypt
B. Iran

D. None of the above",C. Yarmuk
How many years did Hazrat Muhammad (saw) preach Islam during his life time?,"A. 52
B. 40

D. 13",C. 23
Which Prophet invented ‘Soap’?,"A. Prophet Isa (A.S)
B. Prophet Ismail (A.S)

D. Prophet Idress (A.S)",C. Prophet Saleh (A.S)
"Bird Hudhud (Woodpecker) is mentioned in Quran, Surah_________?","A. Surah Nahl

C. Surah Qasas
D. Surah Saba",B. Surah Namal
Bibi Balqees was the Ruler of__________?,"A. Iran

C. Israel
D. Syria",B. Yemen
Bird Hud-Hud told Hazrat Sulaiman that “The Queen Balqees and her followers had been worshiping?,"A. Moon

C. Stars
D. Idols",B. Sun
Which Sahabi was known as “Brain of Arab”?,"A. Hazrat Umar Farooq
B. Hazrat Khalid bin Walid

D. Hazrat Ameer Hamza",C. Hazrat Amr bin Al-Aas
"Qaroon was a treasurer, he was in the reign of Prophet?","A. Suleman (A.S)
B. Ibrahim (A.S)

D. Yaqoob (A.S)",C. Musa (A.S)
Comb was invented by Prophet?,"A. Nuh (A.S)
B. Daud (A.S)

D. Sulaiman (A.S)",C. Ibrahim (A.S)
How many Swords were broken by Khalid Bin Walid (R.A) in battle of Mauta?,"A. Six
B. Seven
C. Eight",D. Nine
“Baytal-Hikmat was a___________?,"A. Observatory
B. Medical University

D. None",C. Translation bureau
Afzal ul Bashr” is the title of __________ ?,"B. Hazrat Umar RA
C. Hazrat Usman RA
D. Hazrat Ali RA",A. Hazrat Abu Bakr RA
Who Introduced Police System?,"A. Hazrat Usman (R.A)
B. Hazrat Abu Bakar (R.A)

D. None on these",C. Hazrat Umer (R.A)
Minimum Persons required for Namaz Ba-Jamaat?,"A. 1

C. 4
D. 7",B. 2
Prophet Muhammed (P.B.U.H) performed a total of _________ Umrahs?,"A. One
B. Two
C. Three",D. Four
Meaning of Surah Al A’raaf is______________?,"A. Place in the Heaven
B. Place in the Hell

D. None of these",C. Border land between Heaven and Hell
By whom Prophet (PBUH) learnt Salat & ablution?,"A. Hazrat Mossa (A.s)
B. Hazrat Essa (A.s)
C. Hazrat Mekail (A.s)",D. Hazrat jibrail (A.s)
Al-Maida means_________?,"A. Food
B. Fruits

D. None of these",C.The Table Spread with Food
LEA’AN is___________?,"A. Name of surah

C. Honour and respect
D. Name of a tree",B. A Clause of Islamic law
The word “Takaful” comes from the Arabic root word__________?,"A. Wakala

C. Wauf
D. None of Them",B. Kafala
"During Which prayer, the change of Qibla happened?","A. Fajar

C. Asar
D. Magrib",B. zuhr
Holy Prophet (SAWS) laboured in the construction of which mosque?,"A. Masjid-e-Nabvi
B. Masjid-e-Haram

D. Masjid-e-Qiblatein",C. Masjid-e-Quba
Facsimile of Holy Prophet (SAWS) was____________?,"A. Hazrat Hussain
B. Hazrat Hassan
C. Hazrat Zubair",D. Hazrat Mus’ab bin Umair
Which Surah of Holy Quran revealed twice-in Makkah & Madinah ?,"A. Surah Yaseen
B. Surah Alaq
C. Surah Rahman",D. Surah Fatiha
The first Nimaz-e-Janazah performed by Holy Prophet (SAWS) was of which Sahabi?,"B. Sumayya bint khabbat
C. Yasir ibn Amir
D. Al-Harith ibn Abi Hala",A. Asad bin Zaraara
"The dead body of Muslim male is wrapped in three sheets, female is coffined in how many sheets ?","A. Three Sheets
B. Four Sheets

D. Seven Sheets",C. Five Sheets
In Torat by which name Prophet Muhammad (SAWS) was called________?,"A. Muhammad
B. Farooq

D. Ahmed",C. Tayyab
How many years Hazrat Abu Bakr (RA) was younger than the Prophet Hazrat Muhammad (PBUH)?,"B. 3 Years
C. 4 Years
D. 5 Years",A. 2 Years
On whose suggestion The Holy Prophet (PBUH) decided to release the prisoners of Badr war after taking ransom?,"B. Hazrat Ali R.A
C. Hazrat Umar R.A
D. Hazrat Usman R.A",A. Hazrat Abu bakar R.A
"King of Egypt sent two concubines as a gift to Muhammad(S.A.W), Maria(R.A) and__________?","A. Saira

C. Marriam
D. Zulaikha",B. Sirin bint Shamun
Book named “The Voice of Human Justice ” is biography of___________?,"A. Hazrat Umer (R.A)

C. Hazrat Abu Bakr (R.A)
D. Hazrat Usman (R.A)",B. Hazrat Ali (R.A)
The study of Religions is called:___________?,"A. Seismology

C. Gerontology
D. Etymology",B. Theology
Mughal emperor Akbar enforced Din-I-Ilahi  in____________?,"A. 1581

C. 1583
D. 1584",B. 1582
Name the wife of Haroon ur Rasheed who was the mother of Al-Ameen and Al-Haroon.,"B. Farzana
C. Ammamah
D. Buran",A. Zubaida
When did Imam Abu Hanifa born?,"A. 70 Hijri

C. 90 Hijri
D. 100 Hijri",B. 80 Hijri
When did Imam Abu Hanifa die?,"B. 160 Hijri
C. 170 Hijri
D. 180 Hijri",A. 150 Hijri
The book Kitab al Umm is written by__________?,"A. Imam Abu Hanifa

C. Imam Malik
D. Imam Hambul",B. Imam Shafi
Number of hadiths narrated by Hazrat Abu Huraira R.A?,"A. 5356

C. 5378
D. 5837",B. 5374
Which is the correct etiquette of Imam to deliver Friday Khutba ?,"A. He can face toward Qiblah and deliver Khutba

C. He is at liberty to face the Qiblah or audience
D. All of the above",B. He must face the audience and deliver Khutba
"What is the name of lady, whose Father Husband Brother and Son all were Prophets?","B. Hazrat Maryam
C. Hajra
D. Sarah",A. Layya bint Ya‘q?b
Hazrat Abu Bakr (R.A) belonged to the tribe of__________?,"A. Banu Sahm

C. Banu Hashim
D. Banu Asad",B. Banu Taym
Who was the commanders of the Infidels in the Battle of Uhud?,"A. Shaiba
B. Abu Jahal

D. Khalid bin Walid",C. Abu Sufyan
Who was made governor of south Yemen by Holy Prophet?,"B. Hazrat Abu Musa Ashri R.A
C. Hazrat Amer Ibn Alas
D. None of these",A. Maaz Bin Jabal
Who was made governor of North Yemen by Holy Prophet?,"A. Maaz Bin Jabal

C. Hazrat Amer Ibn Alas
D. None of these",B. Hazrat Abu Musa Ashri R.A
Who destroyed idol “Sawa”?,"A. Hazrat Khalid Bin Walid R.A

C. Hazrat Saad Bin Zaid R.A
D. Hazrat Ali R.A",B. Hazrat Umar Ibn Al As R.A
Who destroyed idol “Al-Uzza”?,"B. Hazrat Ali R.A
C. Umar Ibn Alas R.A
D. Hazrat Umer R.A",A. Hazrat Khalid Bin Walid R.A
Who was made wali of Makkah when Holy Prophet Left for Madina after stay of some days at Makkah after conquest of Makkah?,"A. Hazrat Musab Bin Umair R.A
B. Hazrat Maaz Bin Jabal R.A

D. Hazrat Abdullah Bin Umer R.A",C. Hazrat Auttab Bin Usaid R.A
"Hazrat Abu Sufyan, Hazrat Ameer Muawiyah and Abu Kahafa R.A accepted Islam at the time of___________?","A. Migration to Madina
A. Treaty of Hudaibiya

C. Ghuzwa Uhad",B. Conquest of Makkah
Who destroyed idol “Manat”?,"A. Hazrat Khalid Bin Walid R.A
B. Hazrat Umar Ibn Al As R.A

D. Hazrat Ali R.A",C. Hazrat Saad Bin Zaid R.A
Which of the following is called Year of Deputations?,"A. 8 Hijri

C. 10 Hijri
D. 11 Hijri",B. 9 Hijri
Who wrote the Treaty of Hudaibiya?,"A. Hazrat Abu Ubaidah Bin Jarrah (R.A)
 ?
C. Hazrat Usman (R.A)
D. none of them",B. Hazrat Ali (R.A)
The literal meaning of the word Quran is________?,"?
B. Perfect
C. Guidance
D. None of these",A. Frequently recited
The most exemplary administration out of the rightly guided caliphs was that of__________?,"A. Hazrat Ali (R.A)
 ?
C. Hazrat Usman (R.A)
D. None of these",B. Hazrat Umar (R.A)
What was the name of town in Israel which was the home of Hazrat Issa (A.S) in his youth?,"A. Tal Aviv
B. Haifa
C. Safed",D. Nazareth
Which Surah of the Qur’an contains the word Allah in every verse?,"A. Surah Rehman

C. Surah Muhammad
D. None of these",B. Surah Mujadilah
Name the Sahabi who narrated maximum number of Ahadis?,"B. Hazrat Zaid bin Haris R.A
C. Hazrat Zaid bin Sabit R.A
D. Hazrat Ali R.A",A. Hazrat Abu Hurrairah R.A
The marriage between Hazrat Hafsa (RA) and Hazrat Muhammad (PBUH) took place in________?,"A. 1 A.H
B. 2 A.H

D. 4 A.H",C. 3 A.H
The most learned wife of the Holy Prophet (?) was_________?,"A. Hazrat khadija R.A
B. Hazrat Hafsa R.A

D. Hazrat Maimoona R.A",C. Hazrat Ayesha R.A
Hazrat Ayesha R.A has narrated about how many Ahadiths of the Holy Prophet (PBUH)?,"A. 2200

C. 2400
D. 2260",B. 2210
How many Umahaat ul Momineen were Hufaaz?,"A. 6
B. 5
C. 4",D. 3
Who wrote the book “Kitab al Kharaj”?,"A. Imam Abu Hanifa
B. Imam Shafi

D. Muhammad Al Shaybani",C. Abu Yusuf
The book “Kitab al Amwal” (The book of Revenue) was written by __________ ?,"A. Imam Bukhari
B. Abu Yusuf

D. Muhammad Al Shaybani",C. Abu Ubaid al Qasim Ibn Sallam
When did Imam Abu Hanifa died?,"A. 120 A.H
B. 130 A.H
C. 140 A.H",D. 150 A.H
Collection of Holy Quran in the reign of Hazrat Abubakar RA was done by Hazrat Zaid RA between______?,"B. 11-15 A.H
C. 13-16 A.H
D. 12-15 A.H",A. 11-14 A.H
Examples of Ijma as a slurp of Islamic Law?,"A. Azan for Juma prayer
B. Compilation of Holy Quran
C. Traweeh prayer",D. All of above
Imam Shafi learnt Quran at the age of___________?,"A. Ten
B? Nine

D. Six",C. Seven
When Halaku khan sacked Baghdad?,"A. 1228
B. 1238

D. 1268",C. 1258
"The Expedition of al Raji, occurred in the year _________ of the Islamic calendar?","A. 3 A.H

C. 5 A.H
D. 6 A.H",B. 4 A.H
When Khalid bin Waleed was removed from the service in the rein of Hazrat Umar Farooq (RA)?,"A. 14 A.H
B. 15 A.H
C. 16 A.H",D. 17 A.H
The Battle of Sallasil or the Battle of Chains was fought between__________and the Muslims?,"A. Arabs
B. Jews

D. Romans",C. Persians
"After the Battle of Yermuk, which was won by the Muslims Khalid bin Waleed was removed by the Caliph Umar (RA) from his supreme command. The new Supereme Commander was:","A. Amr bin Al Aas (RA)

C. Saad bin Abi Waqas (RA)
D. Hazrat Bilal (RA)",B. Abu Ubaydah (RA)
The famous Personalities whom Accepted Islam after the Conquest of Makkah Were___________?,"A. Abu sufyan
B. Hind (Wife of Abu Sufyan)
C. Ikrima bin Abu Jahal ( son of Abu Jahal)
D. Sohail Bin Amr",E. All of these
Charter of Medina was drafted by Muhammad (pbuh) himself. In which Hijra Charter of Madina was drafted?,"B. 2nd
C. 3rd
D. 4th",A. 1st
Masjid-e-Khief is located in:_________?,"A. Muzdilifa
B. Arafaat

D. None of these",D. Minna
First Mujadid was Hazrat Umar bin Abdul Aziz. Who was the second one?,"A. Ibn-e-Taimya
B. Imam Ghizali

D. Shah Waliullah",C. Ahmad Sirhindi
Who are the “Sahibain”?,"A. Abu Hanifah and Abu Yusuf
B. Abu Hanifah and Imam Shaibani

D. Abu Hanifah and Imam Shafi",C. Abu Yusuf and Imam Shaibani
"Give the name, who compiled first work of Hadith “Sahifa-e-Sadiqa.”","A. Hazrat Abu Bakar (RA)
B. Imam Muslim (RA)

D. Hazrat Abu Hurairah (RA)",C. Hazrat Abdullah bin Amr (RA)
Imam Shafi took the office of “Religious Judgment” in the age of:__________?,"A. 13 years
B. 14 years
C. 20 years",D. 15 years
Who was the first writer of “Wahi” in Quraish?,"A. Harat Abdul Rahman bin Auf (RA)

C. Hazrat Abdulla bin Zubair (RA)
D. Hazrat Ibn Masuod (RA)",B. Hazrat Zaid bin Sabit (RA)
Pious-Caliphate lasted for about:__________ Years?,"A. Eighteen Years
B. Twenty Years

D. Five Years",C. Thirty Years
In which Surah of Quran mentioned that the number of months are Twelve?,"A. Al-Imran
B. Al-Bakra

D. Al-Anfal",C. Al-Taoba
The Battle of Yarmouk was fought during the caliphate of___________?,"A. Hazrat Abu Bakar (RA)
B. Hazrat Usman (RA)

D. Hazrat Ali (RA)",C. Hazrat Umar (RA)
The Muslim death toll on both sides in the Battle of Camel was about:________?,"A. 5,000
B. 7,000

D. 12,000","C. 10,000"
Kufa was made capital in which Hijra year?,"A. 35

C. 38
D. 40",B. 36
The Battle of Camel was fought at__________?,"A. Madina
B. Makkah
C. Kufa",D. Basra
The Battle of Camel was fought between Hazrat Ali (R.A) and__________?,"A. Muawia

C. Hazrat Sa’d bin Abi Wakas RA
D. None of the above",B. Bibi Aisha
The Battle of Camel was fought in:________?,"A. 30 A.H
B. 33 A.H

D. 40 A.H",C. 36 A.H
Who is the conqueror of Central Asia ?,"A. Saad Bin Abi Waqas

C. Abu Ubaida Bin Jarrah
D. Muhammad Bin Qasim",B. Qutayba Bin Muslim
What is the fundamental pillar of Islam which requires both physical and financial sacrifices?,"A. Salat
B. Zakat
C. Fast",D. Hajj
How many Sajdas are in Salat-e-Janaza?,"A. 4
B. 3
C. 2",D. 0
How many Takbeers are in Namaz-e-Janaza?,"A. Six

C. Two
D. One",B. Four
The Commandment for observing Fast has been stipulated in the Surah___________?,"A. Surah Namal
B. Surah Fateh

D. Surah Yaseen",C. Surah Baqara
In which Surah Hajj has been commanded?,"A. Surah Fateh

C. Surah Rehman
D. Surah Fath",B. Surah Baqara
The conquest of Mecca was on ______ 8 AH.,"A. 10 Shahban
B. 20 Shawal
C. 10 Ramzan",D. 20 Ramzan
In which timings the Namaz is prohibited?,"A. Sun rising
B. Sun setting
C. Sun at the mid",D. All of these
"In Rajab of 9th hijri, Hazrat Muhammad PBUH left Madina along with 30,000 strong force of his comparisons. The force reached at _________on the border of Syria ?","A. Yarmuk
B. Muta

D. Qadisiya",C. Tabuk
"On 1st Shawwal, 8th Hijra a strong Islamic force approached the valley of hunain ?","A. 10,000

C. 15,000
D. None of the above","B. 12,000"
"____________,was The Oldest In Age and was in the Front Line in Battle of Badr ?","A. HAZRAT ABBAS R.A
B. HAZRAT USMAN R.A

D. HAZRAT UMAR R.A",C. HAZRAT UBAIDA R.A
The Colour of the Flag of the Islamic Army in Ghazwa Badr was__________?,"B. YELLOW
C. PINK
D. NONE",A. GREEN
"_________,was the brother of Hazrat Ali r.a who was taken as prisoner in the battle of Badr ?","A. BIN JASH

C. AQBA BIN NAFA
D. NONE",B. Aqeel
Ahsan ul Qasas is the life history of ___________?,"A. Hazrat Muhammad (??? ???? ???? ? ??? ????)

C. Hazrat Mussa (A.S)
D. Hazrat Essa (A.S)",B. Hazrat Yousuf (A.S)
How many Rukus are there in Surah Al-Baqarah?,"A. 38
B. 39

D. 41",C. 40
Ohad is in which direction from Madina ?,"A. West
B. Upward
C. Southwest",D. North
Imam Abu Hanifa R.A Died during the reign of ________ ?,"A. Hisham
B. Harun al-Rashid

D. Al-Saffah",C. Al-Mansur
The downfall of the Ummayyads in Damascus happened in ________ ?,"A. 125 A.H

C. 150 A.H
D. 105 A.H",B. 132 A.H
Author of “Al-Akham Al-Sultania” is ______ ?,"A. Al-Ghazzali
B. Ibn Khuldum

D. Al-Farabi",C. Al-Marwadi
Hazrat Khadijat-ul-Kubra is buried at__________?,"A. Jannat-ul-Baqee
B. Madina

D. Uu’hud",C. Mecca
Namaz-e-Kasoof is offered at the time of _______ ?,"B. Lunar eclipse
C. earthquake
D. heavy rain",A. Solar eclipse
Payment of Mehr to wife is:__________?,"A. Depends on the Demand by Wife
B. It is social affair

D. Not Ordained by Allah",C. Obligatory
What is meaning of Tehlil?,"B. The recitation of Quran Majeed
C. The recitation of Tauheed
D. all of them",A. The recitation of Kalima
Which is old name of Islam?,"A. Deen-e-Mina

C. Deen-e-Makkah
D. Deen-e-Madina",B. Deen-e-Hanif
Which was the first institution of Islam?,"B. Marwah
C. Rami
D. Waquf",A. Suffah
what is meaning of Qayas?,"A. reasoning on analogy

C. reasoning in analogy
D. reasoning at analogy",B. reasoning by analogy
Which one of the following famous Islamic book was written by Hazrat Khawaja Abdullah Ansari R.A ?,"A. Tafsir al-Baghawi
B. Ahkam al-Qur’an
C. Al-Kashshaf",D. Kashf al-Israr wa ‘Eddat al-Abrar
When did the Shaikh al Islam Hazrat Khwaja Abdullah Ansari of Herat also known as “Pir-i Herat ” was born ?,"A. 3 April 1005

C. 5. June 1007
D. 6 July 1008",B. 4 May 1006
The famous Islamic book ” Tafsir al-Tabari ” was written by _________ ?,"A. Hazrat Ahmad ibn Muhammad al-Tha’labi R.A
B. Hazrat Abu Bakr ibn al-Arabi R.A
C. Hazrat Khwaja Abdullah Ansari R.A",D. Hazrat Muhammad ibn Jarir al-Tabari R.A
Who solicited Hazrat Usman (R.A) to send the copies of Quran to different countries?,"B. Hazrat Ali
C. Hazrat abdullah bin Umar
D. Hazrat amar bin Yasar",A. Hazrat hadifa-bin-Yamaan
Battle of ZALAQA was fought between Alfanso VI and __________ ?,"A. Hajib Almansur

C. Tariq bin Ziyad
D. None of these",B. Yousaf bin Tashfeen
Battale of ZALAQA was fought between Alfanso VI and Yousaf bin Tashfeen in _______?,"A. 1070

C. 1121
D. 1240",B. 1086
Abdur Rehman al nasir assumed the title of Ameer ul Mominin in_________ ?,"A. 315

C. 330
D. None of these",B. 317
Zam zam means_______?,"B. continue
C. to burst
D. to flow",A. to stop
Al-Muwatta contain how many Hadith?,"A. 1700

C. 1760
D. 1800",B. 1720
How many sunnah in the 4 faraiz of wudu/Abulution ?,"A. 11
B. 12

D. 14",C. 13
Hazrat Abu Hurrairah R.A wrote narrations of ________ Ahadis?,"A. 4282

C. 5478
D. 7354",B. 5374
What was the age of Hazrat Ammar ibn Yasir (RA) when he was martyred?,"A. 75
B. 80

D. 96",C. 90
"Out of the copies of the Qur’an compiled by Usman (Radhiallahu Anhu),how many are present?","A. 1

C. 3
D. 4",B. 2
In which Holy Book of Non-Muslims the Qur’an mentioned repeatedly?,"B. Holy book of Hindu
C. Holy book of Jews
D. Holy book of Christen",A. Holy book of Sikh
At the time Abu Bakr (Radhiallahu Anhu) how many companions had compiled the Qur’an in the form of a book?,"A. 5
B. 65

D. 85",C. 75
How many times the word jihad appears in Quran ?,"A. 30
B. 37

D. 45",C. 41
When Hazrat Khalid Bin Waleed (R.A) Died?,"A. 641 AD

C. 643 AD
D. 644 AD",B. 642 AD
Who discovered the “Zam Zam Well”?,"A. Abdullah; Prophet’s father

C. Aminah; Prophet’s mother
D. Prophet Muhammad (PBUH)",B. Abdul Muttalib; Prophet’s grandfather
Battle of Qadisiya was fought against the Persians in ________A.D.,"B. 632 AD
C. 644 AD
D. 639 AD",A. 636 AD
Who Represented Quraish delegation at the Negus court the ruler of Abbissinia ?,"A. Abu Sufyan

C. Al Mugharia
D. Muawiyia",B. Amr ibn al-‘As and Abdullah bin Rabiah
The Quranic surah Al-Ikhlas means __________?,"A. The politeness

C. The Straight path
D. The character",B. The Purity
