question,wrong_choices,correct_answer
"Maximum frequency in the spectrum from X-ray tube is directly proportional to the______________?","Number of incident electron i.e. filament current, The soft target which can easily emit electrons, All of above are correct","The kinetic energy of the incident electron i.e. the potential difference through which they are accelerated"
"The minimum wavelength of X-rays produced by the bombardment of electrons on the screen of a television set where the accelerating potential is 2.0K V will be______________?","9.1 x 10-18m, 3.11 x 10-10m, 4 x 10-10m","6.2 x 10-10m"
"The characteristic X-rays spectrum is due to_____________?","The illumination of the target metal by ultra-violet radiation, The bombardment of the target by protons, The absorption of radiation by the target metal","The bombardment of target by electrons"
"The minimum wavelength of X-rays can further be reduced by _______________?","Reducing the pressure or cooling the target, Increasing the temperature of the filament., Using a target element of higher atomic number","Increasing the potential difference between the cathode and the target"
"Radiation produced from TV picture tube is_____________?","B-rays, Far infrared, Infrared","X-rays"
"In an X-ray tube electrons each of charge e are accelerated through V potential difference allowed to hit a metal target. The wavelength of the X-rays emitted is_______________?","he/Vc, eV/h, impossible to predict","he/ev"
"Quality of X-rays depends upon ____________ A-filament current B-accelerating voltage C-material of the target ?","A & B, A & C, A B & C","B & C"
"When X-rays are passed through successive aluminum sheets what happens to their thickness ?","increases, it decreases, sometimes increases and sometimes decreases","it remains same"
"X-rays are similar in nature to_______________?","Cathode rays, Positive rays, Beta rays","γ-rays"
"In an electronic transition atom cannot emit______________?","Infra red radiation, Visible light, Ultraviolet rays","γ-rays"
"Radiation with wavelength longer than red lights______________?","ultraviolet rays, X-rays, visible radiation","infra red radiation"
"Reverse process of photoelectric effect is_______________?","pair production, Compton effect, annihilation of matter","X-rays production"
"The penetrating power of X-rays depends on their______________?","applied voltage, source, all of the above","frequency"
"Bracket series is obtained when all transition of electron terminate on_______________?","5th orbit, 3rd orbit, 2nd orbit","4th orbit"
"The electric P.E of an electron in an orbit at a distance rn from the positive charge_____________?","Ke2/rn, Ke2/rn2, ÀKe2/rn2","ÀKe2/rn"
"Ground state energy of the 4th orbit in a H-atom is_____________?","13.60 eV, 3.40 eV, 1.51 eV","0.85 eV"
"Which one of following postulate is in accordance with the Rutherfords model ?","discrete spectra for atoms, either continuous nor discrete, no spectrum","continuous spectra for atoms"
"When we excite some atoms by heat collision or electrical discharge they will________________?","radiate electromagnetic energy with a continuous distribution of wavelength, absorb particular wavelengths when white light is incident on them, emit either invisible or visible light","radiate electromagnetic energy of discrete characteristic wavelength"
"In obtaining an X-ray photograph of our hand we use the principle of______________?","photo electric effect, ionization, any of above","shadow photograph"
"Photon of highest frequency will be absorbed when transition takes place from_____________?","2nd to 5th orbit, 3rd to 5th orbit, 4th to 5th orbit","1st to 5th orbit"
"The radiations emitted form hydrogen filled discharge tube show____________?","band spectrum, continuous spectrum, absorption spectrum","line spectrum"
"Total number of series in hydrogen spectrum is_____________?","three, four, six","five"
"X-ray are________________?","of unknown nature, high energy electrons, radio isotopes","high energy photons"
"Hydrogen atom does not emit X-rays because _________________?","its energy levels are too close to each other, its energy levels are too far apart, it is too small in size","it has a single electron"
"Excited atoms return to their ground state in_______________?","10-10s, 10-6s, 10-9s","10-8s"
"In hydrogen spectrum which one of the following series lies in the ultraviolet region ?","Balmer series, Pfund series, Bracket series","Lymann series"
"Ratio of the weight of H-atom to that of an electron is approximately______________?","18.336, 18360, 183.6","1836"
"Michelson calculated the speed of light using the instruments______________?","galvanometer, interferometer, none of these","spectrometer"
"The equation θ = 1.22 λ/D was devised by_______________?","Newton, Einstein, Planks","Raleigh"
"A convex lens acts as a diverging lens if the_________________?","object is beyond C, if the object is with in C, if the object is within f","both B and C"
"Michelson devised the formula to calculate the speed of light_______________?","C = 4fd, C = 8fd, C = 5/2fd","C = 16fd"
"In optic fiber transmission the repeater are separated through a distance of __________ km in newer system?","300km, 200km, 20km","100km"
"The function of collimeter in spectrometer is________________?","to filter the light rays, to make them, no function","to produce parallel beams of light"
"Errors in the transmission of power through optic fiber can be minimized by using a______________?","Multimode index fiber, Single mode step index fiber, Copper wire","Graded index fiber"
"Magnification of the astronomical telescope is_____________?","fo+fe, fe/fo, (1+fo/fe)L/fo","fo/fe"
"In optic fiber transmission system _____________ are used regenerate the dim light signal?","Diodes, Laser, Transformer","Repeaters"
"The value of critical angle for glass is_______________?","47°, 52°, 50°","42°"
"A point where the incident parallel rays of light converge or appear to diverge after passing through a lens is called______________?","center of curvature, optical center, aperture","focus"
"Dioptre power of an concave lens of 10 cm focal length is_______________?","1 / 10 dioptre, 1 / 10 dioptre","10 dioptre"
"The minimum distance between an object and its real image in a convex lens is_____________?","2 f, 2.5 f, 3f","4f"
"A convex lens gives a virtual image only when the objects lies_________________?","between principal focus and center of curvature, beyond 2 f, at the principal focus","between principal focus and optical center"
"Image of an object 5 mm high is only 1 cm high. Magnification produced by lens is__________________?","0.5, 0.2, 1","2"
"Least distance of distinct vision_____________?","decreases with increase in age, neither increases nor decreases, becomes infinite after 60 years","increases with increase in age"
"Two convex lenses of equal focal length f are placed in contact the resultant focal length of the combination is______________?","zero, focus, 2 f","f/2"
"For normal adjustment, length of astronomical telescope is______________?","fo – fe, fo / fe, fe / fo","fo + fe"
"Final image produced by a compound microscope is_____________?","real and inverted, real and erect, virtual and erect","virtual and inverted"
"In multimode step index fibre the refractive index of core and cladding is____________?","same, different, zero","different with refractive index of core higher than cladding"
"A convex lens of focal length f1 and a concave lens of focal length f2 are placed in contact. The focal length of the combination is_____________?","f2 + f1, f2 – f1, f1f2/f2+f1","f1f2/f1-f2"
"If a convex lens of large aperture fails to converge the light rays incident on it to a single point, it is said to suffer from______________?","chromatic aberration, both spherical and chromatic, distortion","spherical aberration"
"The least distance of distinct vision for a normal eye is_______________?","15 cm, 30 cm, 40 cm","25 cm"
"Magnifying power of simple microscope______________?","increase with increase in focal length, no effect with decrease or increase with focal length, list distance of distinct vision","increase with decrease in focal length"
"If an object is placed away from 2f of a converging lens then the image will be_______________?","real and erect, virtual and erect, virtual","real and inverted"
"The power of a concave lens is_______________?","real, virtual, positive","negative"
"Unit of power of a lens is________________?","meter, watt, horsepower","diopter"
"The diameter of a lens is called________________?","focal length, aperture, radius of curvature","principal axis"
"A lens which converges a beam of parallel rays to a point is called______________?","diverging (or concave) lens, plano concave lens, plano convex lens","converging (or convex) lens"
"Electron moves in the orbit as________________?","Simple vibratory motion, Vibratory motion like up and down, S.H.M likes the sound","Standing wave motion"
"Compton effect proves the________________?","Dual nature of light, Wave nature of light, Uncertain nature of light","Photon theory of light"
"The energy radiated is directly proportional to the fourth power of Kelvins temperature is________________?","Karl-Weins law, Rayleigh-Jeans law, Plancks","Stephens law"
"For confinement of electron in a box of radius 10-14m the electron, speed should be_____________?","107m/sec, Be zero, Not be wave-like","Should be greater than the speed of light."
"The uncertainty in momentum & position is due to its_____________?","Two-dimensional motion, Emission of the certain wavelength, Very high velocity","Property of matter and radiation"
"A three-dimensional image is obtained by________________?","Electron microscope, Magnetic imaging, None of the above","Scanning electron microscope"
"In the electron microscope, electric & magnetic fields are used as_______________?","Electromagnetic gun, Source of electromagnetic waves, Deflecting charged particle","Converging source of electrons"
"In an electron microscope, we use energetic particles because of______________?","Penetrating power is high, Kinetic energy is large, All the above reasons","Wavelength is very short"
"If a diffraction grating is placed in the path of a light beam it reveals______________?","Particle property, Energy particle, Electromagnetic wave property","Wave property"
"In Davisson-Germer experiment the diffracted proton from crystal shows______________?","Particle property, Light property, Quantum property","Wave property"
"The velocity of a particle of mass m of de-Broglie wavelength λ is______________?","v = 3 ×× 106 ms-1, v = 2 ×× 10 ms-1, v = 2 ×× 6 ms-1","v = 2 ×× 106 ms-1"
