question,wrong_choices,correct_answer
"The length of a rectangle is increased by 60 %. By what percent would the width have to be decreased to maintain the same area?","60 %, 75 %, none of these","37 ½ %"
"If the side of a square is increased by 30 %. Its area is increased by:_________?","9 %, 30 %, 60 %","69 %"
"The price of an article has been reduced by 25 %. In order to restore the original price, the new price must be increased by:________?","11 1/9 %, 9 1/11 %, 66 2/3 %","33 1/3 %"
"p is six times as large as q. The percent that q is less than p is:________?","16 2/3, 90, 60","83 1/3"
"The population of a town increases 4 % annually but is decreased by emigration annually to the extent of (1/2) %. What will be the increase percent in three years?","9.8, 10, 10.5","10.8"
"A man’s basic pay for a 40 hour week is Rs. 20 overtime is paid for at 25 % above the basic rate, in a certain week he worked overtime and his total wage was Rs. 25. He therefore worked for a total of:________?","45 hours, 47 hours, 50 hours","48 hours"
"On decreasing the price of T.V. sets by 30 % its sale is increased by 20 %. What is the effect on the revenue received by the shopkeeper?","10 % increase, 10 % decrease, 16 % increase","16 % decrease"
"Water tax is increased by 20% but its consumption is decreased by 20 %. Then, the increase or decrease in the expenditure of the money is:________?","No change, 5 % decrease, 4 % increase","4 % decrease"
"The price of cooking oil has increased by 25 %. The percentage of reduction that a farming should effect in the use of cooking oil so as not to increase the expenditure on this account is________?","15 %, 25%, 30%","20 %"
"What will be 80 Percent of a number whose 200 percent is 90?","144, 72, none of these","36"
"In an election between two candidates, the candidate who gets 30 % of the votes polled is defeated by 15000 votes. The number of votes polled by the winning candidate is:________?","11250, 15000, 37500","26250"
"In a college election, a candidate secured 62 % of the votes and is elected by a majority of 144 votes. The total number of votes polled is:________?","800, 925, 1200","600"
"A student who secures 20 % marks in an examination fails by 30 marks. Another student who secures 32 % marks gets 42 marks more than those required to pass. The percentage of marks required to pass is:________?","20%, 28%, 30%","25 %"
"5 % income of a is equal to 15 % income of B and 10 % income of B is equal to 20 % income of C if the income of c is Rs. 200, then total income of A, B and C is :_________?","Rs. 6000, Rs. 20000, Rs. 14000","Rs. 18000"
"75 % of a number when added to 75 is equal to the number. The number is:_______?","150, 200, 225","300"
"After spending 40 % in machinery, 25 % in the building, 15 % in raw material and 5 % on furniture, Haris had a balance of Rs. 1305. The money with him was:________?","Rs. 6500, Rs. 7225, Rs. 1390","Rs. 8700"
"A man donated 5 % of his income to a charitable organization and deposited 20 % of the remainder in a bank. If he now has Rs. 1919 left, what is his income?","Rs. 2558. 60, Rs. 2500, Rs. 2300","Rs. 2525"
"Raees credits 15 % of his salary in this fixed deposit account and spends 30 % of the remaining amount on groceries if the cash in hand is Rs. 2380, what is his salary?","Rs. 3500, Rs. 4500, Rs. 5000","Rs. 4000"
"The income of a broker remains uncharged though the rate of commission is increased from 4 % to 5 % the percentage of a slump in business is_______?","8 %, 1 %, 80 %","20 %"
"The Price of an article is cut by 10%. To restore it to the former value, the new price must be increased by_______?","10 %, 9 1/11 %, 11%","11 1/9 %"
"What percentage of numbers from 1 to 70 have squares that end in the digit 1?","1, 14, 21","20"
"The number which exceeds 16% of it by 42 is________?","52, 58, 60","50"
"The temperature at noon in LHR ,Pakistan was 6 deg on Monday ,4deg on Tuesday,2deg below zero on Wednesday,3deg below zero on Thursday, 0 deg on Friday ,3 deg on Saturday ,and 6 deg on Sunday. What was the average temperature at noon for the week ?","14 deg, -2 deg, 7 deg","2 deg"
"In a class of 120 students , 45 students received a grade of What percent of the class received a grade of B ?","75 %, 25.6 %, 18.5%","37.5%"
"A company has 7348 bars of soap. If the company sells 20% of its bars of soap .how many bars of soap did it sell?","734.8, 146950, 29390","1469.6"
"If eggs cost $.06 each ,how much should a dozen eggs cost ?",".56, $ .80, $.60","$ .72"
"If 20 teachers out of a faculty of 80 are transferred, what percentage of the original faculty remains ?","4, 16, 60","75"
"The average of two numbers is XY.If one number is equal to X ,the other number is equal to_________?","X, 2Y, XY-X","2 XY -2 X"
"If 35% of a number is 12 less than 50% of that number, then the number is_________?","40, 50, 60","80"
"The difference between a number and its two-fifth is 510. What is 10% of that number?","12.75, 204, None of these","85"
"Two-fifth of one-third of three-seventh of a number is 15. What is 40% of that number?","72, 84, 136","E. None of these"
"If 20% of a number, then 120% of that number will be_________?","20, 120, 360","720"
"45% of 750 – 25% of 480 =__________?","216, 236.50, 245","217.50"
"3.5 can be expressed in terms of percentage as?","0.35%, 3.5%, 35%","350%"
"The ratio of the prices of three articles X, Y and Z is 8 : 5 : 3. If the prices of X , Y and Z are increased by 25%, 20% and 33 1/3% respectively, then what would be the ratio of the new prices of X, Y and Z?","5 : 3 : 1, 10 : 7 : 4, 10 : 8 : 5 E. None of these","5 : 3 : 2"
"Two tests had the same maximum mark. The pass percentages in the first and the second test were 40% and 45% respectively. A candidate scored 216 marks in the second test and failed by 36 marks in that test. Find the pass mark in the first test?","136, 128, 164","E. None of these"
"In an election between two candidates A and B, the number of valid votes received by A exceeds those received by B by 15% of the total number of votes polleIf 20% of the votes polled were invalid and a total of 8720 votes were polled, then how many valid votes did B get?","2160, 2420, 3150 E. None of these","2834"
"In an office, totally there are 6400 employees and 65% of the total employees are males. 25% of the males in the office are at-least 50 years olFind the number of males aged below 50 years?","1040, 2080, 4160 E. None of these","3120"
"The monthly incomes of A and B are in the ratio 5 : 2. B’s monthly income is 12% more than C’s monthly income. If C’s monthly income is Rs. 15000, then find the annual income of A?","Rs. 420000, Rs. 180000, Rs. 201600 E. None of these","Rs. 504000"
"There are three numbers. 5/7th of the first number is equal to 48% of the second number. The second number is 1/9th of the third number. If the third number is 1125, then find 25% of the first number?","168, 84, 42 E. None of these","21"
"There are two numbers. If 40% of the first number is added to the second number, then the second number increases to its five-fourth. Find the ratio of the first number to the second number?","8 : 25, 25 : 8, 8 : 5 E. None of these","5 : 8"
"Anees spends 40% of his income on rent, 30% of the remaining on medicines and 20% of the remaining on education. If he saves Rs. 840 every month, then find his monthly salary?","Rs. 1800, Rs. 2000, Rs. 2200 E. None of these","Rs. 2500"
"In a group of 80 children and 10 youngsters, each child got sweets that are 15% of the total number of children and each youngster got sweets that are 25% of the total number of children. How many sweets were there?","1100, 1080, 1210 E. None of these","1160"
"There is a 30% increase in the price of an article in the first year, a 20% decrease in the second year and a 10% increase in the next year. If the final price of the article is Rs. 2288, then what was the price of the article initially?","Rs. 1500, Rs. 1800, Rs. 2400 E. None of these","Rs. 2000"
"In an election only two candidates contesteA candidate secured 70% of the valid votes and won by a majority of 172 votes. Find the total number of valid votes?","570, 480, 520 E. None of these","430"
"In a class of 140 students, 60% of them passeBy what percent is the number of students who passed more than the number of failed students?","80%, 20%, 40% E. None of these","50%"
"40% of Raees marks is equal to 20% of Rahim’s marks which percent is equal to 30% of Rehman’s marks. If Rehman’s marks is 80, then find the average marks of Raees and Rahim?","60, 70, 80 E. None of these","90"
"Moons salary was first increased by 20% and then decreased by 20%. If his present salary is Rs. 7200, then what was his original salary?","Rs. 8000, Rs. 7400, Rs. 7200 E. None of these","Rs. 7500"
"If 25% of x is 15 less than 15% of 1500, then x is?","720, 750, 820 E. None of these","840"
"Amir saves 32% of his monthly salary. If he spends Rs. 27200, then find his savings?","15400, 14300, 13200","12800"
"If two positive numbers are in the ratio 1/8 : 1/5, then by what percent is the second number more than the first?","40%, 33 1/3%, 66 2/3% E. None of these","60%"
"If the price of an article went up by 20%, then by what percent should it be brought down to bring it back to its original price?","20%, 22 1/3%, 15% E. None of these","16 2/3%"
"If P gets 25% more than Q, then by what percent does Q get less than P?","33 1/3%, 30%, 16 2/3% E. None of these","20%"
"If 30% of a number exceeds 20% of it by 18, then find the number?","120, 200, 150 E. None of these","180"
"When the numerator of a fraction is decreased by 25% and its denominator is decreased by 20%, the new fraction obtained is 3/4. Find the original fraction?","5/4, 4/7, 5/6","E. None of these"
"Bilal spends 45% of his monthly income on household items, 25% of his monthly income on buying cloths, 7.5% of his monthly income on medicines and saves the remaining amount which is Rs. 9000. Find his monthly income.","Rs. 36000, Rs. 50000, Rs. 45000 E. None of these","Rs. 40000"
"If 15% of 30% of 50% of a number is 90, then what is the number?","3050, 4400, 4500 E. None of these","4000"
"If A got 80 marks and B got 60 marks, then what percent of A’s mark is B’s mark?","60%, 80%, 65% E. None of these","75%"
"3/20 is what percent of 12/25?","42.75%, 35.5%, 40.5% E. None of these","31.25%"
"80 is what percent of 64?","85%, 120%, 75% E. None of these","125%"
"64 is what percent of 80?","80%, 70%, 60%","64%"
"What percent of 125 is 16?","10 2/5%, 12 3/5%, 11 1/5%","None of these"
"Find the 37.5% of 976 =_______?","324, 388, 372 E. None of these","366"
"When 5% is lost in grinding wheat, a country has to import 20 million bags; but when only 2% is lost, it has to import only 15 million bags. Find the quantity of wheat, which grows in the country?","133 1/3 m, 150 m, 106 2/3 m","166 2/3 m"
"A person was asked to subtract 25% of a number from the original but he subtracted 25 from the number. His answer was 25 more than correct one. What was the original number?","160, 180, 225","200"
"In a school of 850 boys, 44% of Muslims, 28% Hindus, 10% Sikhs and the remaining of other communities. How many belonged to the other communities?","173, 163, 143","153"
"A person spends 1/5th of his income on the education of his children, and 20% of the remaining on fooIf he is left with Rs.576 find his income?","Rs.800, Rs.500, Rs.1000","Rs.900"
"In an examination, 47% failed in English and 54% failed in Mathematics. Find the pass percentage in both the subjects if 31% failed in both the subjects?","70%, 37%, 53%","30%"
"The salary of a worker is first increased by 30% and afterwards reduced by 30%. What is net change in his salary?","90% increase, 45% increase, Same as before","9% decrease"
"The population of a town is 45000; 5/9th of them are males and the rest females 40% of the males are marrieWhat is the percentage of married females?","60%, 45%, 40%","50%"
"In an examination 40% failed in Urdu, 45% failed in English. If 25% students failed in both the subjects. Then the percentage of failed students is________?","15%, 65%, 70%","60%"
"After 38 liters of petrol were poured into the tank, it was still 5% empty. How much petrol must be poured into the tank in order to fill it?","38 liters, 40 liters, 38.5 liters","2 liters"
"A candidate who gets 30% of the marks fails by 50 marks. But another candidate who gets 45% marks gets 25 marks more than necessary for passing. Find the number of marks for passing?","150, 250, 275","200"
"A man saves 20% of his monthly salary. If an account of dearness of things he is to increase his monthly expenses by 20%, he is only able to save Rs. 200 per month. What is his monthly salary?","Rs.25000, Rs.7500, Rs.8500","Rs.5000"
"Two numbers are 30% and 37% are less than a third number .How much percent is the second number less than the first?","15%, 12%, 5%","10%"
"The price of an article has been reduced by 25%. In order to restore the original price the new price must be increased by________?","9 1/11 %, 11 1/9 %, 66 2/3 % E. None","33 1/3 %"
"If cost of sugar increases by 25%. How much percent consumption of sugar should be decreased in order to keep expenditure fixed?","10%, 15%, 25% E. None","20%"
"Nawaz Sahrif spends 10% of his income in house rent, 20% of the rest on his children’s education, 25% of the rest miscellaneous causes. If he now posses Rs. 1944 then his income is_______?","Rs.4000, Rs.4500, Rs.3000","Rs.3600"
"Masood’s salary is reduced by 10% and then reduced salary is increased by 10%. Find ,how many percentage his present salary is less as compared to his previous salary?","Nothing, 10%, 5%","1%"
"There were two candidates in an election. Winner candidate received 62% of votes and won the election by 288 votes. Find the number of votes casted to the winning candidate?","456, 912, 1200","744"
"If population of certain city increases at the rate of 5%. If population in 1981 was 138915, then population in 1978 was__________?","1,10,000, 1,00,000, 90,000","1,20,000"
"At an examination in which full marks were 500. A got 10% less than B, B got 25% more than C and C got 20% less than If A got 360 marks, what percentage of full marks was obtained by D?","70%, 90%, 75%","80%"
"The tax on a commodity is diminished by 20% but its consumption is increased by 10%. Find the decrease percent in the revenue derived from it?","20%, 18%, 15%","12%"
"The amount of water (in ml) that should be added to reduce 9 ml. Lotion, containing 50% alcohol, to a lotion containing 30% alcohol, is__________?","3, 4, 5","6"
"A mixture of 70 liters of wine and water contains 10% water. How much water must be added to make water 12 ½% of the total mixture?","12 liters, 10 liters, 4 liters","2 liters"
"In a factory, there are 40% technicians and 60% non-technicians. If the 60% of the technicians and 40% of non-technicians are permanent employees, then the percentage of workers who are temporary is________?","32%, 42%, 62%","52%"
"5% people of a village in Sri Lanka died by bombardment, 15% of the remainder left the village on account of fear. If now the population is reduced to 3553, how much was it in the beginning?","3800, 4200, 5500","4400"
"A salesman’s terms were changed from a flat commission of 5% on all his sales to a fixed salary of Rs.1000 plus 2.5% commission on all sales exceeding Rs. 4,000. If his remuneration as per new scheme was Rs. 600 more than that by the previous schema, his sales were worth?","Rs. 14,000, Rs. 30,000, Rs. 40,000","Rs. 12,000"
"A and B’s salaries together amount to Rs. 2,000. A spends 95% of his salary and B spends 85% of his. If now their savings are the same, what is A’s salary?","Rs.500, Rs.750, Rs.1250","Rs.1500"
"An engineering student has to secure 36% marks to pass. He gets 130 marks and fails by 14 marks. The maximum No. of marks obtained by him is_________?","300, 350, 500","400"
"If the numerator of a fraction is increased by 20% and its denominator is diminished by 25% value of the fraction is 2/15. Find the original fraction.","1/8, 1/6, 1/4","1/12"
"Subtracting 10% from X is the same as multiplying X by what number?","80%, 10%, 50%","90%"
"If the price of gold increases by 50%, find by how much the quantity of ornaments must be reduced, so that the expenditure may remain the same as before?","27 2/23 %, 30%, 19%","33 1/3 %"
"A candidate got 35% of the votes polled and he lost to his rival by 2250 votes. How many votes were cast?","5000, 6000, 3500","7500"
"The tax on a commodity is diminished by 20% and its consumption increased by 15%. The effect on revenue is_________?","It increases by 8%, No change in revenue, It increases by 10% E. None","It decreases by 8%"
"The salary of a typist was at first raised by 10% and then the same was reduced by 5%. If he presently draws Rs.1045.What was his original salary?","900, 950, 975","1000"
"A sells his goods 50% cheaper than B but 50% dearer than The cheapest is_________?","A, B, All Alike","C"
"Two numbers are respectively 20% and 25% more than a third number. The percentage that is first of the second is_________?","80%, 85%, 125%","96%"
"In an examination 38% of students fail in English and 61% pass in Urdu and 23% fail in both. Find the actual failure percentage?","46%, 61%, 70%","54%"
"The salary of Mr. X is 30% more than that of Mr. Y . Find what percent of Mr. Y’s salary is less than Mr. X’s?","30%, 25 1/13 %, 22 1/13 %","23 1/13 %"
"If y exceeds x by 25%, then x is less than y by__________?","16%, 16 1/3 %, 16 3/5 %","20%"
"If the price has fallen by 10% what percent of its consumption be: increased so that the expenditure may be the same as before?","11%, 10%, 9 1/11 %","11 1/9 %"
"96% of the population of a village is 23040. The total population of the village is________?","32256, 24936, 25640","24000"
"40 is subtracted from 60% of a number, the result is 50. Find the number?","140, 130, 110","150"
"85% of a number is added to 24, the result is the same number. Find the number?","150, 140, 130","160"
"60% of a number is added to 120, the result is the same number. Find the number?","200, 400, 500","300"
"25% of 30% of 45% is equal to__________?","0.3375, 3.375, 33.75","0.03375"
"40% of a number is more than 20% of 650 by 190. Find the number?","600, 700, 900","800"
"How much is 80% of 40 is greater than 4/5 of 25?","4, 6, 9","12"
"How much 60% of 50 is greater than 40% of 30?","13, 15, 20","18"
"After decreasing 24% in the price of an article costs Rs.912. Find the actual cost of an article?","1400, 1300, 1100","1200"
"If y exceeds x by 20%, then x is less than y by_______?","16%, 16 1/3 %, 16 3/5 %","16 2/3 %"
"What percent of 120 are 90?","25%, 50%, 33%","75%"
"Today is khadija’s birthday. After one year, she will become two times as she was ten years ago. current age of Khadija?","19, 20, 22","21"
"In what ratio should the profit be divided if M, N, O invests capital in ratio 2:3:5 and their timing of their investments are in the ratio 4:5:6.","5:18:28, 4:5:6, 2:3:5","8:15:30"
"A bag contains 50 paise, 1 rupee and 2 rupee coins in the ratio 2:5:8. If the total amount is Rs. 352, find the total number of coins in the bag.","160, 200, 250","240"
"Three quantities X, Y and Z are such that XY=kZ where k is constant. Initially, X was at 4 and X:Y:Z was 2:3:4. If the value of Y is changed to 12 and Z is kept constant, find the value of X.","3, 5, 6","2"
"Find the mean proportion between 5 and 45.","9, 25, 50","15"
"If X:Y = 2:3, Y:Z = 4:5. Find X:Y:Z.","2:3:5, 2:8:5, 2:7:5","8:12:15"
"The ratio of two numbers a and b is 3:5. If 2 is added to both the numbers, the ratio becomes 2:3. Find","15, 8, 5","10"
"The plan for a rectangular area is drawn to a scale of 1:500. If the length and breadth in the plan is 30 cm and 20 cm, find the actual are","1200 m², 1500 m², 12000 m²","15000 m²"
"The length and breadth of a rectangle are in the ratio 5:4. Find its perimeter if its area is 180 cm²","27 cm, 12 cm, 15 cm","54 cm"
"In what ratio should the profit of Rs.8000 be divided if X starts a business with an investment of Rs. 20000, Y invests Rs.7500 for 4 months and Z invests Rs.15000 after 3 months from the start of the business.","16 : 2 : 3, 8 : 3 : 6, 6 : 9 : 1","16 : 2 : 9"
"M:N = 3:4, N:O = 5:7 and O:P = 7:9. Then M:P =________?","1/3, 7/9, None of these","5/12"
"The perimeter of a triangle is 81 cm. If the sides are in the ratio 4:3:2, find the length of the largest side.","45 cm, 40 cm, 27 cm","36 cm"
"The ratio of boys and girls in a class was 11:13. 8 girls and 4 boys join the class from this academic year and the ratio becomes 4:5. Find the strength of the class.","96, 68, 72","108"
"A class has 90 students. If the ratio of boys and girls is 7:8, find the number of boys in the class.","48, 60, 70","42"
"In a partnership for a business, Changaz invests Rs.6000 for complete year & Nasir invests Rs.3000 for 6 months. What is Nasir’s share if they earn Rs.240 as profit?","120, 80, 192","48"
"If x% of 200=y% of 250, find y:x.","5:4, 5:2, 2:5","4:5"
"A bag contains 1 rupee, 2 rupee and 5 rupee coins amounting to Rs.264. If the ratio of the number of these coins is 3:5:4, find the number of 1 rupee coins.","66, 48, 8","24"
"Divide Rs.2000 into two shares in the ratio 3:2.","Rs.800,Rs.1200, Rs.1500,Rs.500, Rs.1100, Rs.900","Rs.1200,Rs.800"
"The ratio of two numbers is 5:9. If each number is decreased by 5, the ratio becomes 5:11. Find the numbers.","30, 19, 21, 37, 15, 34","15, 27"
"The third proportional to 3.5, 5.6 is:___________?","8, 4.5, 6.2","8.96"
"According to a recipe, 400 grams of flour should be mixed with 500 grams of sugar to bake cookies. If I have only 300 grams of flour, how much sugar should I mix to maintain the same proportion?","360, 380, 400","375"
"X, Y and Z are quantities of the same kind such that X:Y=5:8 and Y:Z=4:7. Find X:Z.","32:35, 67:56, 5:7","5:14"
"Two kinds of rice, 1st costs Rs.13 per kg and 2nd costs Rs.19 per kg are mixed together. Find the ratio in which the 2 types are mixed so that the mixture costs Rs.14.2 per kg?","3:1, 3:4, 4:3","4:1"
"A, B, C and D divide a sum of money among themselves in the ratio 7:4:3:2. If D gets Rs. 500 less than A, find the total amount.","Rs.100, Rs.700, Rs.2000","Rs.1600"
"x is 20% more than z and y is 80% more than z. Find x:y.","1:4, 3:4, 1:3","2:3"
"Solve for x 2x:25 = 6:(x/3)","18, 12, 5","15"
"Two natural numbers whose sum is 72 cannot be in the ratio:","1:2, 3:5, 1:3","3:4"
"A journey of 750 km was covered partly by car(x km) and partly by train(y km). If the distance travelled by train was 150 km more than the distance travelled by car, find x:y.","3:2, 3:4, 4:3","2:3"
"p is 50% more than q. Find the ratio of p to q.","1:2, 1:5, 2:1","3:2"
"The sum of squares of three numbers is 280. If the numbers are in the ratio 3:5:6, find the greatest number.","8, 6, 18","12"
"If a flat costs Rs.4500 per sq. ft, and a commercial space costs Rs.9500 per sq. ft, then what is the ratio of their areas if the total cost of both are the same?","9:19, 15:28, 28:15","19:9"
"The sum of three numbers is 172. The ratio of the first and second numbers is 8:11. The ratio of the second and third is 5:7. Find the second number.","44, 66, 77","55"
"4 singers, 5 dancers and 3 comperes divide an amount of Rs.130000 among themselves such that 3 comperes get as much as 2 dancers and 3 dancers get as much as 2 singers. Find the amount received by a singer.","Rs.18000, Rs.13000, Rs.10000","Rs.15000"
"The sum of cubes of two numbers is 280. If the numbers are in the ratio 2:3, find the smallest number.","6, 3, 2","4"
"Find the value of x when y = 5, if x varies directly as 4y-1 and x = 14 when y = 2.","35, 10, 28","38"
"The number of seats available for Biology and Computer Science in a school is in the ratio 5:8. They are to be increased by 30% and 25% . Find the new ratio.","6:10, 3:4, 35:33","13:20"
"A:B=2:3, B:C=3:4, A:D=4:5. Find C:","2:5, 4:5, 6:5","8:5"
"Find the fourth proportion to 3, 7 and 9.","63, 31, 27","21"
"If 40% of a number is equal to two-third of another number, what is the ratio of first number to the second number ?","2 : 5, 3 : 7, 7 : 3","5 : 3"
"Seats for Mathematics, Physics and Biology in a school are in the ratio 5 : 7 : 8. There is a proposal to increase these seats by 40%, 50% and 75% respectively. What will be the ratio of increased seats ?","6 : 7 : 8, 6 : 8 : 9, None of these","2 : 3 : 4"
"In a bag, there are coins of 25 p, 10 p and 5 p in the ratio of 1 : 2 : 3. If there is Rs. 30 in all, how many 5 p coins are there?","50, 100, 200","150"
"Two numbers are in the ratio 3 : 5. If 9 is subtracted from each, the new numbers are in the ratio 12 : 23. The smaller number is :________?","27, 33, 55","49"
"Two numbers are respectively 20% and 50% more than a third number. The ratio of the two numbers is :__________?","2 : 5, 3 : 5, 6 : 7","4 : 5"
"A surn of money is to be distributed among A, B, C, D in the proportion of 5 : 2 : 4 : 3. If C gets Rs. 1000 more than D, what is B’s share ?","Rs. 500, Rs. 1500, None of these","Rs. 2000"
"The ratio of the number of boys and girls in a college is 7 : 8. If the percentage iikcrease in the number of boys and girls be 20% and 10% respectively, what will be the new ratio ?","8 : 9, 17 : 18, Cannot be determined","21 : 22"
"The sum of three numbers is 98. If the ratio of the first to the second is 2 : 3 and that of the second to the third is 5 : 8, then the second number is :__________?","20, 48, 58","30"
"If the number obtained on interchanging the digits of a two-digit number is 18 more than the original number and the sum of the digits is 8, then what is the original number ?","26, 53, Cannot be determined","35"
"A two-digit number is such that the product of the digits is 8. When 18 is added to the number, then the digits are reverseThe number is :_________?","18, 42, 81","24"
"Find the number which when multiplied by 15 is increased by 196.","20, 26, 28","14"
"The sum of the squares of three numbers is 138, while the sum of their products taken two at a time is 131. Their sum is :___________?","30, 40, None of these","20"
"Three numbers are in the ratio of 3 : 4 : 6 and their product is 1944. The largest of these numbers is :___________?","6, 12, None of these","18"
"If the sum of a number and its square is 182, what is the number ?","15, 26, 28","13"
"The sum of two numbers is 25 and their differenee is 13. Find their product :","104, 315, 325","114"
"If the sum of two numbers is 33 and their difference is 15, the smaller number is :__________?","12, 15, 18","9"
"A man goes to his office from his house at a speed of 3 km/hr and returns at a speed of 2 km/hr. If he takes 5 hours in going and coming, what is the distance between his house and office?","3 km, 4 km, 5 km","6 km"
"A man complete a journey in 10 hours. He travels first half of the journey at the rate of 21 km/hr and second half at the rate of 24 km/hr. Find the total journey in km.","121 km, 242 km, 112 km","224 km"
"A man covers a distance of 20 km in 3.5 hours partly by running and partly by walking. If he walks at 4 kmph and runs at 10 kmph, find the distance he covers by walking.","8 km, 12 km, 9 km","10 km"
"Rayan crosses a 400m bridge in 3 minutes. What is speed?","133.33 kmph, 1.33 kmph, 4 kmph","8 kmph"
"Two bikes start at the same time from two destination 300 km apart and travel towards each other. If they cross each other at a distance of 130 km from one of the destination, what is the ratio of their speeds?","17:30, 13:30, None of these","17:13"
"How much time does a train 125 metres long running at 60 km/hr take to pass a pole?","6s, 2.08s, 8s","7.5s"
"Walking 6/7th of his usual speed, a man is 12 minutes too late. What is the usual time taken by him to cover that distance?","1 hr 42 min, 1 hr, 2 hr","1 hr 12 min"
"Excluding stoppages, the speed of a bus is 54 kmph and including stoppages, it is 45 kmph. For how many minutes does the bus stop per hour?","12, 11, 9","10"
"There are 21 poles with a constant distance between each pole. A car takes 30 seconds to reach the 16th pole. How long does it take to reach the last pole?","39 seconds, 39.38 seconds, 39.5 seconds","40 seconds"
"A person walking at 5/6th of his usual speed is 40 minutes late to his office. What is his usual travel time to his office?","3 hours 15 minutes, 3 hours 30 minutes, 3 hours","3 hours 20 minutes"
"A Man travelled a distance of 61 km in 9 hours. He travelled partly on foot at 4 km/hr and partly on bicycle at 9 km/hr. What is the distance travelled on foot?","12 km, 14 km, 18 km","16 km"
"A person crosses a 600 m long street in 5 minutes. What is his speed in km per hour?","8.2, 4.2, 6.1","7.2"
"Walking at 80% of his usual speed, a man is 10 mins late to his office. Find the usual time taken by hime to reach his office.","20 minutes, 30 minutes, 50 minutes","40 minutes"
"At 10 m. two trains started traveling toward each other from stations 287 miles apart. They passed each other at 1:30 p.m. the same day. If the average speed of the faster train exceeded the average speed of the slower train by 6 miles per hour, which of the following represents the speed of the faster train, in miles per hour?","38, 40, 48","44"
"Three towns X, Y, and Z are on a river which flows uniformly. Y is equidistant from X and Z. If a boats man rows from X to Y and back in 10 hours and X to Z in 4 hours, find the ratio of speed of the boats man in still water to the speed of the current.","2:5, 3:5, 1:2","5:3"
"A and B go cycling in the same direction with speeds of 6 km/hr and 12 km/hr. A car from behind passes them in 9 and 10 seconds respectively. What is the speed of the car?","22 km/hr, 33 km/hr, 44 km/hr","66 km/hr"
"A car travels first 160 km at 64 km/hr and the next 160 km at 80 km/hr. What is the average speed for the first 320 km of the tour?","70.24 km/hr, 74. 24 km/hr, 72.21 km/hr","71.11 km/hr"
"A man takes 5 hours 45 min in walking to a certain place and riding back. He would have gained 2 hours by riding both ways. The time he would take to walk both ways is_________?","11 hrs, 8 hrs 45 min, 9 hts 20 min","7 hrs 45 min"
"In a journey of 24 miles, two thirds of the distance was travelled with a speed of 40 mph and the remaining with 60 mph. How much time did the journey take?","14.4 minutes, 20 minutes, 28.8 minutes","32 minutes"
"A man travels a distance of 2 km by walking at a speed of 6 km/hr. He returns back at a speed of 4 km/hr. What is his average speed?","4.5 kmph, 5 kmph, 5.1 kmph","4.8 kmph"
"A man rows at a speed of 6 km/hr in still water. If the time taken to row a certain distance upstream is 4 times the time taken to row the same distance downstream, what is the speed of the river?","1.8 km/hr, 3 km/hr, 4 km/hr","3.6 km/hr"
"Two trains 140 metres and 120 metres are running in the same direction with speeds 40 kmph and 60 kmph respectively. In what time will the faster train pass the slower one?","0.60 minutes, 0.36 minutes, 0.42 minutes","0.78 minutes"
"Yalmaz can cover a distance of 400 metres in 2 minutes. Rayan can cover 1 km in 300 seconds. Find the ratio of their speeds.","2:5, 4:3, 1:2","1:1"
"If the ratio of the speeds of A and B to cover a distance of 200 m is 3:4, then the ratio of the time taken to cover the same distance is________?","6:8, 3:7, 5:4","4:3"
"A car can travel 360km with a ¾ full tank. How many km can it travel with a 2/3 full tank?","400, 240, 300","320"
"A boats man can row in still water at speed of 7 km/hr. It takes 6 hours more to travel the same distance in upstream than in downstream if the speed of the river is 3 km/hr. what is the distance between the two destinations?","20 km, 30 km, 10 km","40 km"
"If Afnan drives at 4/5th of his usual speed to his office, he is 6 minutes late. What is his usual time to reach his office?","36, 30, 18","24"
"Two boys starts from the same place walking at the rate of 5 kmph and 5.5 kmph respectively in the same direction. What time will they take to be 8.5 km apart?","14 hr, 12 hr, 19 hr","17 hr"
"A cyclist covers a certain distance in 50 minutes at a speed of 24 kmph. To cover the same distance in 40 minutes, he should travel at a speed of__________?","27 kmph, 25 kmph, 20 kmph","30 kmph"
"Excluding stoppages, the average speed of a bus is 54 kmph and including stoppages, it is 45 kmph. For how many minutes does the bus stop per hour?","9, 12, 20","10"
"If a boat is rowed downstream for 50 km in 5 hours and upstream for 24 km in 6 hours, what is the speed of the boat and the river?","(6 , 4) km/hr, (10 , 4) km/hr, None of these","(7 , 3) km/hr"
"Taimoor left for his school at 6 am by foot and walked at the rate of 2 kmph. After reaching his school he found it was closed and immediately turned back and started walking back to his home at 3 kmph. If he reached his home at 9 am, find the distance between his school and his home.","2.5 km, 7.2 km, 7 km","3.6 km"
"A train can travel 50% faster than a car. Both start from point A at the same time and reach point B 75 kms away from A at the same time. On the way, however, the train lost about 12.5 minutes while stopping at the stations. What is the speed of the car?","80 kmph, 102 kmph, 140 kmph","120 kmph"
"A and B walk around a circular track. A and B walk at a speed of 2 rounds per hour and 3 rounds per hour respectively. If they start at 8 m. from the same point in opposite directions, how many times shall they cross each other before 9.30 m.?","5, 6, 8","7"
