question,wrong_choices,correct_answer
"Who has been appointed as a new Army Chief of Pakistan ?","General Sahir Shamshad Mirza, Lieutenant General Faiz Hameed, None of These","General Syed Asim Munir"
"General Qamar Javed Bajwa took oath as Army Chief on __________?","23 November 2016, 25 November 2016, 27 November 2016","29 November 2016"
"Gen Qamar Javed Bajwa was___________ Chief of Amy Staff of Pakistan?","9th, 11th, None of these","10th"
"General Qamar Javed Bajwa is retiring as Army Chief on _____________?","25 November 2022, 27 November 2022, None of these","29 November 2022"
"The Turkish Cooperation and Coordination Agency (TIKA) has provided _____ tons of wheats seed to flood affected districts of Pakistan?","50 Tons, 70 Tons, 80 Tons","60 Tons"
"Who is the current Ambassador of Pakistan to Qatar?","Mr Masood Khalid, Syed Ahsan Raza shah, None of these","Mr. Muhammad Aejaz"
"According to International Institute for Democracy and Electoral Assistance, average voting turn-out of Pakistan since independence is _________?","40%, 50%, None of these","45%"
"Who is the Current Director General Pakistan Civil Aviation Authority (PCAA) ?","Shahid Ali Abbasi, Riaz Hassan Naqvi, None of These","Khaqaan Murtaza"
"Name the Mufti Azam of Pakistan who died on 18 November 2022?","Mufti Muhammad Shafi Usmani, Mufti Shabir Ahmad Usmani, None of these","Mufti Muhammad Rafi Usmani"
"Picture of which personality is on the 75 rupees note issued by State Bank of Pakistan?","Muhammad Ali Jinnah, Fatima Jinnah, Allama Iqbal and Sir Syed Ahmed Khan","All of The Above"
"How many Memorandum of Understanding ( MOUs ) were signed during the first visit by Pakistan ‘s Interim Prime Minister” Anwaar UL Haq Kakar ” to China :-","13, 39, None of These","20"
"The State Bank of Pakistan (SBP) has halved the cash-carrying limits on foreign currency for international travel to_____ per visit?","$3000, $7000, $9000","$5000"
"The State Bank of Pakistan (SBP) has halved the cash-carrying limits on foreign currency for international travel to ________ annually?","$20000, $40000, $50000","$30000"
"According to International Institute for Democracy and Electoral Assistance, Pakistan stands at _____ among 169 countries in voting turn-out?","160, 169, None of these","165"
"According to UN, how may children in Pakistan and other countries are in threat due to flood and climate change?","37 million, 21 Millions, None of these","27 Million"
"Who is the current chairman of Gawadar Port Authority?","Syed Nasir Hussain Shah, Shabbir Ali Bijarani, None of These","Passand Khan Buledi"
"When were Former PM Imran Khan and senior party leadership shot and injured and attempted to be assassinated when the party’s HAQEEQI AZADI MARCH reached Wazirabad’s Allahwala Chawk?","November, 1, 2022, November, 2, 2022, None of these","November, 3, 2022"
"In which of the following city Imran Khan was attacked?","Gujranwala, Waziristan, None of These","Wazirabad"
"The National Institute of Safety and Security (NISAS) of Pakistan become collaborating partner of ________ for nuclear security education, training and technical support?","The National Aeronautics and Space Administration, Non-Proliferation Treaty, None of these","The International Atomic Energy Agency"
"Number of Prime Ministers of Pakistan till 2022?","21, 22, None of These","23"
"Reporter of news channel ______ crushed to death by Imran’s container during long march coverage?.","Ali Imran, Sadaf Ali, None of These","Sadaf Naeem"
"According to WHO, how may children in Pakistan are acutely malnourished?","2.6 million, 3.5 million, None of These","2.5 million"
"3rd International Lifestyle Medicine Conference 2022 held in __________?","PIMS Islamabad, King Edvard Medical College, Punjab University Lahore","Riphah International University"
"First time in the history of Pakistan, DG ISI addresses press conference","Lieutenant General Faiz Hameed, Lieutenant General Asim Munir, Lieutenant General Shuja Pasha","Lieutenant General Nadeem Anjum"
"Which Pakistani Film Becomes Highest-Grossing Pakistani Film Ever Worldwide & first to cross PKR 100cr ?","Teefa in Trouble, Jawani Phir Nahi Ani 2, None of These","The Legend of Maula Jatt"
"According to Freedom Network’s Annual Impunity 2022 report: How many journalists were killed between 2012 and 2022 in Pakistan?","41, 65, None of These","53"
"According to Freedom Network’s Annual Impunity 2022 report: There have been no convictions in __________ percent of murder cases of journalists in Pakistan between 2012 and 2022?","74%, 88%, None of These","96%"
"Muhammad Kamran khan Tesori took oath on 10 October 2022 as the Governer of Sindh .","31st, 32nd C 33rd","34th"
"Mr.Muhammad Kamran khan Tesori took oath on 10 October,2022 as the 34th Governer of Sindh under the article………of the Constitution of Islamic Republic of Pakistan .","99, 51(2B), 60","101"
"Kashmir Black day is observed on________?","25 Oct, 26 Oct, 28 Oct","27 Oct"
"What is Pakistan’s share in JF-17 thunder production?","48%, 52%, 62%","58%"
"Which famous Pakistani cricket stadium was renamed “National Bank Cricket Arena” on October 25, 2022 ?","Gaddafi Stadium, Lahore, Multan International Cricket Stadium, Pindi Cricket Stadium","National Cricket Stadium, Karachi"
"Who participated in 12th session of Information Ministers of OIC member states on 22 Oct 2022?","Ishaq Dar, Hina Rabbani Khar, Bilawal Bhutto","Mariyam Aurangzeb"
"Prime Minister Shehbaz Sharif visited Saudi Arabia on 24th October 2022 to attend the _____________?","Confidence Building Measures in Asia (CICA) summit, Climate Change Conference COP27, None of These","Future Investment Initiative Summit"
"Arshad Sharif, ARY News anchorperson and senior investigative journalist, received the Presidential Pride of Performance award for his exceptional journalism on ____________ ?","MARCH 23, 2017, MARCH 23, 2021, None of These","MARCH 23, 2019"
"The Toshakhana, the gift depository of Pakistan, was formed in ___________?","1973, 1975, None of These","1974"
"Arshad Sharif was the host of the Power play political show on ____________?","Geo News, Dunya News, None of These","ARY News"
"Arshad Sharif was the host of the _________ Political show on ARY News?","Capital Talk, Report Card, None of These","Power play"
"Journalist Arshad Sharif shot dead in Kenya on___________?","18 Oct 2022, 20 Oct 2022, None of These","24 Oct 2022"
"Who has been appointed as Chairman of Pakistan National Shipping Corporation?","Rizwan Ahmed, Abdul Hafeez, Sohail Sial","Rear Admiral Jawad Ahmed"
"FATF removes Pakistan from Grey list after how many years?","3 Years, 6 Years, None of These","4 Years"
"FATF has removed Pakistan from Gray List after 4 years on _____________?","20 Oct 2022, 23 Oct 2022, None of these","21 Oct 2022"
"Former PM Imran Khan disqualified by Election Commission of Pakistan on 21 Oct 2022 in which case?","Contempt of Court, Foreign Funding Case, Horse Trading","Tosha Khana reference"
"The FATF has recently removed Pakistan because it has addressed _____ action items in total.","32, 33, 35","34"
"Ex PM and PTI leader Imran Khan has been disqualified by Election Commission of Pakistan on __________?","October 15, 2022, October 23, 2022, None of These","October 21, 2022"
"Election Commission of Pakistan (ECP) disqualified Pakistan Tehreek-e-Insaf (PTI) Chairman and Former Premier Imran Khan in Toshakhana Case as per Article?","Article-25 (A), Article-66 (B), None of these","Article 63(1)(p)"
"Pakistan remained how many months in grey list of the (FATF)?","50, 51, None of these","52"
"What district of Khyber Pakhtunkhwa (KPK) is newly divided into two districts; after the division, the total number of districts in Khyber Pakhtunkhwa became 36.","Dir District, Chitral District, None of These","South Waziristan District"
"Which country defeated Pakistan in Street Child World Cup final held in October 2022?","Qatar, Bosnia, Nepal","Egypt"
"US President Joe Biden termed which nation as “One of the most dangerous nations in the world”?","India, Russia, None of These","Pakistan"
"Who represented Pakistan in Sixth Conference on Interaction and Confidence Building Measures in Asia (CICA) summit held in Astana, Kazakhstan?","Bilawal Bhutto Zardari, Imran Khan, None of These","Mian Muhammad Shahbaz Sharif"
"Which of the following will serve as Climate Change Conference COP27’s vice-chairperson?","Imran khan, Bilawal Bhutto Zardari, None of These","Mian Muhammad Shahbaz Sharif"
"Current Governor Sindh is _______________?","Imran Ismail, Reza Baqir, None of these","Kamran Tessori"
"Who becomes first female officer appointed in KP police’s investigation wing?","Iffat Omar, Moomal Khalid, Anmol Baloch","Ayesha Gul"
"Which international organization on October 4, 2022, will make another appeal for an additional $600 million in support to Pakistan for flood victims?","WHO, World Bank, IMF","UN"
"Who became the Frist Dupty Commissioner of Hub Balochistan?","Mansoor qazi (PAS), Zakir Baloch, Jameel Ahmed","Zahid khan (PAS)"
"Pakistan Boxer Usman Wazir Defeated to Which Player And Become the First Pakistani Asian Boxer Champion?","Devin Haney (Usa), Josh Taylor (Scotish), Naoya Inoue (Jap)","Somphot Seesa (Thai)"
"Who became the first Pakistani Boxer to Win the Title of Asian Boxing Championship?","Muhammad Asif, Noor Dastagir, Amir Khan","Usman Wazir"
"Who is the Current Chairman of the Council of Common interests (CCI)?","PM Imran Khan, Fehmidah Mirza, None of these","PM Shehbaz Sharif"
"When government of Pakistan unveils the ‘Living Indus Initiative’?","25 September 2022, 27 September 2022, 30 September 2022","29 September 2022"
"CM Parvez Elahi opened the Punjab Ehsaas Ration Programme worth Rs ________ billion on 2nd October 2022?","Rs50 billion, Rs80 billion, None of These","Rs100 billion"
"When CM Parvez Elahi opened the Punjab Ehsaas Ration Programme worth Rs100 billion?","September 28, 2022, October 5, 2022, None of These","October 2, 2022"
"What is the rank of Pakistan in Global Innovation Index 2022?","80, 85, None of These","87"
"Islamabad High Court has overturned a corruption conviction against Maryam Nawaz in which case?","Ramzan Sugar Mills, Ashina Housing, None","Avenfield"
"Mehrgarh Museum recently inaugurated in which province?","Punjab, Sindh, KPK","Balochistan"
"Balochistan CM inaugurated the newly constructed Mehrgarh Museum in Quetta on ___________?","September 25, 2022, September 20, 2022, None of These","September 28, 2022"
"Current Governor of Gilgit-Baltistan is_____________?","Mr. Muhammad Jaffar, Raja Jalal Hussain Maqpoon, None of These","Syed Mehdi Shah"
"Who is the current Chairman of the Indus River System Authority (IRSA)?","Qibly Ayaz, Mehmood Akhter, None of them","Zahid hussain junejo"
"Which Humanitarian, activist and Hollywood actress arrived in Pakistan to help flood victims.","Scarlett Johansson, Emma Watson, None of These","Angelina Jolie"
"Who is the Current Chief of Intelligence Bureau (IB) of Pakistan?","Dr Muhammad Suleman Khan, Major(R) Asim Ahmad, Kashif Ajmal","Fuad Asadullah Khan"
"10 year old Musa Tanveer became the First Pakistani YouTuber to earn:","Gold Play button., Silver Play Button., Red Diamond Play Button.","Diamond Play Button."
"How many districts of Balochistan are declared as `Calamity-hit` ?","34, 30, 25","32"
"Hub` becomes _____ district of Balochistan?","32th, 30th, 36","35th"
"How many districts in KPK are declared as `calamity-hit`?","10, 5, 12","13"
"Who becomes the first female deputy commissioner of Balochistan?","Sumbal wazir, Sana Majbeen, None of These","Ayesha Zehri"
"According to World Meteorological Organisation (WMO) annual report, surface ozone levels can increase by ____% across Pakistan, India and Bangladesh by the middle of the century.","30%, 10%, 5%","20%"
"When UN chief Antonio Guterres arrived on a two-day visit at expressing his solidarity with Pakistan over climate-induced floods?","2 September 2022, 10 September 2022, None of These","9 September 2022"
"Who has been appointed as the Pakistan team’s Mentor for the next month’s T20 World Cup?","Mickey Arthur, Dav Whatmore, None of These","Matthew Hayden"
"Who is the Current Minister of Parliamentary Affairs in Punjab?","Zakia Shah Nawaz Khan, Rana Sana Ullah Khan, Mian Mujtaba Shuja ur Rehman","Raja Muhammad Basharat"
"According to official data, the number of affected districts by floods now stands at:","100 districts, 105 districts, None of These","110 districts"
"Pakistan received _____ million pounds from the UK as humanitarian aid on September 1, 2022?","10 million, 12 million, 13 million","15 million"
"IMF Approves __________ Latest Tranches Of Loan Program For Pakistan?","$2 billions, $2.5 billions, None of These","$1.17 billions"
"Name the country which announced that it will provide $2 million in humanitarian aid to Pakistan?","Turkiye, US, None of These","Australia"
"Floods in Pakistan have killed at least _________ people since mid-June 2022?","700+, 5000+, None of These","1200+"
"Former Prime Minister imran khan hold international telethon to raise funds for flood affected on _________?","28 August 2022, 30 August 2022, None of These","29 August 2022"
"Former Prime Minister Imran Khan raised _________ funds through an international telethon for flood-affected people ?","Rs3 billion, Rs7 billion, None of These","Rs5 billion"
"Which team was declared the winners of the 2022 Kashmir Premier League (KPL)?","Muzaffarabad Tigers, Jammu Janbaz, None of These","Mirpur Royals"
"‘Dry port Complex’ Project inaugurated in Mirpur, AJK on __________?","August 20, 2022, August 22, 2022, August 25, 2022","August 24, 2022"
"Prime Minister Shehbaz Sharif visited Qatar on _________?","August 21, 2022, August 22, 2022, None of These","August 23, 2022"
"Name the Emir of Qatar who recently invited Prime Minister Shehbaz Sharif on official visit?","Ahmad bin Ali Al Thani, Hamad bin Khalifa Al Thani, None of them","Sheikh Tamim bin Hamad Al Thani"
"The ____________ provides (nearly PKR 76 million) to assist floods victims in Pakistan on on 23 August 2022?","United Nations, World Health Organization, Germany","European Union"
"Which division became the 10th division of Punjab on 17th August 2022 ?","Faisalabad division, Sahiwal division, Gujranwala division","Gujrat division"
"NA-245 (Karachi East-IV) by-election was held on ___________?","20 August 2022, 22 August 2022, None of These","21 August 2022"
"The NA-245 seat fell vacant after the death of _____________?","Iqbal Muhammad Ali, Pervaiz Malik, None of These","Dr. Aamir Liaquat Hussian"
"Who is the Current Governor of The State Bank of Pakistan?","Dr Murtaza Syed, Tariq Bajwa, Dr Reza Baqir","Jameel Ahmad"
"Name the Jordanian Princess visited Pakistan on 21 August 2022 to raise awareness about health needs of women, children?","Princess Clarisse Marie, Rania Al-Yassin, None of these","Princess Sarah Zeid"
"Gilgit-Baltistan Assembly passed a bill to set up a ‘Revenue Authority’ on _____________?","August 18, 2022, August 22, 2022, None of these","August 20, 2022"
"Gilgit-Baltistan Assembly passed a bill on August 20, 2022 to set up a ___________ Authority?","Education Monitoring Authority, Gilgit-Baltistan Development Authority, None of These","Revenue Authority"
"Prime Minister Shehbaz Sharif launched an Rs37.2 billion flood relief cash programme on ____________?","August 21, 2022, August 25, 2022, None of These","August 19, 2022"
"How many medals did Pakistan win in Islamic Solidarity Games 2022 ?","One, Three, None of These","Two"
"Which Player becomes the first to score a century in Kashmir Premier League 2022?","Ahmed Shehzad, Sharjeel Khan, None of These","Asad Shafiq"
"The 21st session of the joint economic commission (JEC) between Pakistan and Iran was held in _________?","Karachi, Tehran, Lahore","Islamabad"
"The UK signed a major deal with Pakistan under which foreign criminals and immigration offenders from the UK can be returned to Pakistan on _____________?","August 20, 2022, August 23, 2022, None of These","August 17, 2022"
"The UK signed a major deal with Pakistan on August 17, 2022 under which: ______________","Undergraduate and postgraduate Pakistani students gets special UK scholarships, UK increases Export Finance country limit for Pakistan, None of These","Foreign criminals and immigration offenders from the UK can be returned to Pakistan."
"The Climate Ministry of Pakistan revealed that the country had faced ________ extreme events in the last two decades.","150, 200, None of These","152"
"Which country is going to help Pakistan in setting up Plasma Farming Facilities?","China, Turkey, None of These","UAE"
"Kashmir Premier League, a cricket league which was established by the Pakistan Cricket Board (PCB) in __________?","2020, 2022, None of These","2021"
"The 2022 Kashmir Premier League is taking place from: ______________?","7 August to 22 August, 14 August to 28 August, None of These","13 August to 26 August"
"Which car has been labeled Pakistan’s first ever electric vehicle (EV), unveiled on the occasion of the 75th Independence Day?","PAKI 75, PAK-EV 1, None of These","NUR-E 75"
"Pakistan National anthem rerecorded after ________ years?","52 Years, 74 Years, None of These","68 Years"
"After Prime Minister Liaquat Ali Khan, who is the other Prime minister who has approved the release of the newly recorded National Anthem?","Chaudhary Muhammad Ali, Imran khan, Shahid Khaqqan Abbasi","Mian Shehbaz Sharif"
"Which of the following Pakistani Cricket player conferred with Sitara-e-Pakistan on 14th August 2022?","Mohammad Rizwan, Shaheen Afridi, None of These","Babar Azam"
"The Picture on the front of 75 Rupee Pakistani Note?","Quail-e-Azam & his sister Fatima Jinnah, Sir Syed Ahmed Khan, Allama Muhammad Iqbal","All of these"
"Which of the following women player from Pakistani team Received the Tamgha-e-Pakistan for her Services to Pakistan Cricket?","Sana Mir, Javeria Khan, None of these","Bismah Maroof"
"The Picture on the back of 75 Rupee Pakistani Note?","Faisal Mosque, Quaid-e-Azam Residency, Islamia College, Peshawar","Markhor"
"SBP has officially unveiled the commemorative currency note of ______ on the 75th birthday anniversary of Pakistan?","Rs. 50, Rs. 100, None of above","Rs. 75"
"14th August 2022 celebrated as _________ occasion of Pakistan Independence day?","74th, 73rd, None of These","75th"
"Pakistan emerges as _________ largest economy in 75-year economic journey?","15th, 18th, None of These","24th"
"When state bank of pakistan lunched currnecy note of RS 75 Ruppes?","21 August 2022, 23 July 2022D, None of These","14th August 2022"
"Pakistan to commemorate _________ jubilee celebrations on 14 August 2022.","Silver, Gold, Platinum","Diamond"
"Which Turkish Minister for Trade visited Pakistan in August 2022?","Mustafa Varank, Ruhsar Pekcan, None of These","Mehmet Mus"
"Replica of Minar-e-Pakistan installed at ____________ Park in China?","Potatso National Park, Yunnan, Eling Park, Chongqing, None of These","Chaoyang Park, Beijing"
"Pakistan and _________ signed a preferential trade agreement (PTA) to boost trade on 12 August 2022?","Germany, China, None of These","Turkiye"
"How many medals did Pakistan win in Birmingham 2022 Commonwealth Games?","6, 10, 12","8"
"In Commonwealth Games 2022, Pakistan managed to secure _______ position out of 72 different nations and territories?","8th, 12th, 16th","18th"
"How many teams are participated in common wealth games 2022?","71, 76, None of these","72"
"National Assembly of Pakistan has passed a resolution to deseat which member against his long absence ?","Shaukat Tareen, Yar Muhammad Rind, Abdul Hafeez Pirzada","Muhammad Mian Soomro"
"How many medals won by Pakistan in the Commonwealth Games-2022 in Birmingham ?","3 Gold, 3 Silver, 2 Bronze, 3 Gold, 2 Silver, 3 Bronze, None of these","2 Gold, 3 Silver, 3 Bronze"
"How many gold medals Pakistan won in the common wealth games-2022 in Birmingham?","4, 8, None of these","2"
"Who created history as he became the first South Asian to cross the 90m barrier in the sport and the first ever Pakistani to claim the athletics gold medal at the Commonwealth Games in Birmingham?","Hamza Shakeel, Arif Shaukat, John Kaazmi","Arshad Nadeem"
"Lt Gen Faiz Hameed appointed as commander ?","Baluchistan corps., Peshawar corps., military secretary of Pakistan Army","Bahawalpur corps"
"On which date Arshad Nadeem won the gold medal?","26 July 2022, 28 July 2022, 1 Aug 2022","7 Aug 2022"
"Pakistan’s star athlete Arshad Nadeem wins gold medal in CWG 2022 and sets new world record by throwing _________ Meters in javelin through","86.29m, 88.43m, 89.51m","90.18m"
"Sanam marvi folk singer belongs to which city of Sindh?","Larkana, Karachi, Sukkur","Hyderabad"
"The Pakistan Navy inducted its second 054 A/P multi-role frigate PNS Taimur into the fleet on __________?","August 15, 2022, August 16, 2022, None of These","August 26, 2022"
"Which Pakistani weightlifter won the Gold medal in commonwealth Olympics game 2022?","Talha Talib, Sufyan Abu, Abubakar Ghani","Muhammad Nooh Dastagir Butt"
"Pakistani Weightlifter Muhammad Nooh Dastagir Butt lifted ______ kgs of weight in Commonwealth Games (CWG) 2022?","305 Kg, 375 Kg, 300 Kg","405 Kg"
"5th August A Black chapter in the World history is ___________?","Youm-e-Shuhdai Karbala, Youm-e-Siyah, Youm-e-Arfat","Youm-e-Istehsal"
"Who brings first gold medal for Pakistan in Commonwealth Games 2022?","Samnia baig, Sheroz sham, Ali Haider","Noor Dastagir"
"Recently in august 2022, AJK minister for Higher Education gets life imprisonment in murder case, Named?","Rashid Hussain Shah, Amir Asif Shah, None of these","Malik Zaffar Iqbal"
"Who has been appointed as Corps Commander Quetta?","Lieutenant General Nauman Mahmood, Lieutenant General Faiz Hameed, None of These","Lieutenant General Asif Ghafoor"
"Name the Corps Commander of Quetta who embraced shahadat [martyrdom] in a helicopter crash due to bad weather during flood relief operations in Lasbela, Balochistan, on August 1, 2022?","Lieutenant General Nauman Mahmood, Lieutenant General Faiz Hameed, None of These","Lieutenant General Sarfraz Ali"
"Who is the Current Chairman Of HEC ?","Dr Tariq Banuri, Mr. Atta-ur-Rahman, None of these","Dr Mukhtar Ahmed"
"Pakistan Army Aviation helicopter, which was on flood relief operations in ________ area of Balochistan crashed on 1 August 2022?","Khuzdar, Dera Bugti, Kashmore","Lasbela"
"Name of the first woman from minority Hindu community in Pakistan to become a DSP ?","Kareena Kumar, Prisha Kumar, Diya Kumar","Manisha Ropeta"
"When did the Supreme Court invalidate the ruling of the Deputy Speaker Punjab Assembly?","June 1, 2022, July 15, 2022, June 1, 2022","July 26, 2022"
"According to ministry of climate change, the _________ years average rainfall in Balochistan and Sindh have been broken in the current Monson season of 2022?","32, 35, 31","30"
"Who is the first Muslim woman to summit mount everest in 2013?","Naila Kiani, Raiya Al khalifa, None of these","Samina Baig"
"Name the second Pakistani woman to set foot on k-2?","Samina Baig, Sarah Gill, None of these","Naila Kiani"
"_______ becomes First Pakistani Woman To Climb K2?","Anita Karim, Mahira Khan, None of These","Samina Baig"
"Who is the Current Ambassador of Pakistan to Switzerland?","Qazi.M.Khalil Ullah, Zahid Nasr UllahKhan, None of these","Amir Shoukat"
"Which Pakistani batter surpassed Indian counterpart Virat Kohli to become the fastest Asian batter in terms of innings to surpass a total of 10,000 runs across all international cricket formats?","Rizwan, Virat Kohli, Joe Root","Babar Azam"
"Which Cricket player was awarded honorary DSP post by KP police in July 2022?","Muhammad Rizwan, Babar Azam, None of These","Shaheen Afridi"
"_________ has been appointed as a woman SHO at a regular Police Station for the first time in Balochistan?","Tooba Tariq, Pari Gul Tareen, Sonia Shamrooz","Sobia Khanum"
"Which country stayed on FATF ‘Grey List’ Subject to On-site Verification?","Russia, Bangladesh, Sri Lanka","Pakistan"
"Recently COAS Gen Qamar Javed Bajwa in June 2022 was awarded with the highest award of _________?","UAE, Egypt, Kuwait","Saudi Arabia"
"Which country will make football for FIFA 2022?","India, Srilanka, UAE","Pakistan"
"Who is the Current Chairman of Sindh Public Service Commission (SPSC)?","Muhammad Saleem Bhonur, Noor Muhammad Jadmani, None of These","Muhammad Waseem"
"Pakistani first ever mixed martial arts (MMA) fight winner Antia Karim hail from: __________?","Hingol, Chitral, Lahore","Hunza"
"Who is the first ever Pakistani female fighter who won mixed martial arts (MMA) fight against Australia?","Katie Raheem, Gul Parrna, Mehar Posh","Antia Karim"
"What is total outlay of the federal budget of 2022-23?","8.4 trillion, 09 trillion, 8.5 trillion","9.5 trillion"
"Who presented the federal budget of Rs 9.5 trillion for the financial year 2022-23?","Shaukat Tarin, Hammad Azhar, None of These","Miftah Ismail"
"MNA Dr Amir liaquat Ali Khan was died on __________?","10 June 2022, 8 June 2022, Still alive","9 June 2022"
"What is the theme of Lahooti Melo for the year 2022?","Celebrating Sindh, Celebrating Karachi, Celebrating freedom","Celebrating Indus"
"How many Pakistani are currently member of the list of cricket hall of fame?","20, 7, 3","6"
"Who is the Current IG of Balochistan Police?","Muhammad Tahir Rai, Mohsin Hassan Butt, None of these","Abdul Khaliq Shaikh"
"Which High Court recently declares e-challans illegal?","Peshawar High Court, Islamabad High Court, None of These","Lahore High Court"
"Who is the youngest chairman senate of Pakistan till now?","Raza Rabbani, Habibullah Khan, Nayyar Bukhari","Sadiq Sanjrani"
"Which cricketer received Sitara-e-Pakistan on 30 May 2022?","Chris Gayle, Brian Lara, None of These","Daren Sammy"
"How much of a relief package did Prime Minister Shehbaz Sharif announced in May 2022?","Rs22 billion, Rs38 billion, None of These","Rs28 billion"
"Who is first women to become SSP Operations Lahore?","Nasreen Jaleel, Dr. Sania Nishter, None of These","Dr. Anoosh Masood Chaudhry"
"PTI long march towards Islamabad for the country’s “battle for real freedom” was on _________?","25th Apr 2022, 20th Apr 2022, None of These","25th May 2022"
"Largest Tea Importer of the World is __________?","Africa, India, Bangladesh","Pakistan"
"Who is spokesperson of Pakistan International Airlines(PIA)?","Arshad Malik, Zafar Khan, None of These","Abdullah Hafeez Khan"
"Supreme Court issued the verdict that the dissident members of a parliamentary party cannot cast votes against their party’s directives.","15th May,2022, 16th May,2022, 18th May,2022","17th May,2022"
"Prime minister Shahbaz Shareef has cut down the size of Economic Coordination Committee to________members?","6, 7, 8","5"
"The most recent Pakistani to summit mount Everest in the Month of May 2022 is ________?","Shehroze Kashif, Ali sadpara, Stamina Baig","Abdul Joshi"
"Who holds the record of the youngest mountaineer to summit world’s four highest peaks?","Abdul Joshi, Ali sadpara, None of these","Shehroze Kashif"
"Which Pakistani film won the Academy Award for Best Documentary Feature in 2012?","Bol, Khuda Kay Liye, Zinda Bhaag","Saving Face"
"When Murree Tourism Police Launched to facilitate visitors ?","April 25, 2022, April 27, 2022, April 29, 2022","April 30, 2022"
"State Bank Of Pakistan Governor Reza Baqir retired on __________?","May 2, May 3 D May 5","May 4"
"Who is the Current Minister of Law in KPK?","Inayat Ullah Khan, Mr. Muzafar Said, Muhammad Atif","Fazal e Shakoor khan"
"Who has became the youngest “Foreign Minister” of Pakistan?","Mr. Shahbaz Gill, Mr. Murad Saeed, Mr. Shah Mehmood","Mr. Bilawal Zardari"
"A massive blaze gutted at least 20 oil tankers parked at the Tarujaba oil depot in _________ district on 30th April 2022?","Mardan, Charsada, None of these","Now­shera"
"How long did Sardar Usman Buzdar served as Chief Minister of Punjab ?","3 years 02 month 04 day, 3 years 04 month 04 days, 3 years 10 month 10 days","3 years 08 month 10 days"
"Who administered oath to PPP Chairman Bilawal Bhutto-Zardari as federal minister?","Chairman Senate Sadiq Sanjrani, CJP Umar Ata Bandial, None of these","President Arif Alvi"
"What is TOSHAKHANA ?","A government department which issue Stamps, Name of a Capital of a country, Name of a Nepalian delicious Dish","A department that stores precious gifts received by Officials"
"Who is the current Federal Minister of Overseas Pakistanis and Human Resource Development?","Israr tareen, Asad mahmod, None of these","Sajid Hussain Turi"
"Who is the current Federal Minister of Communication?","Israr tareen, Abdul Wasay, None of these","Asad Mehmod"
"Who is the current Federal Minister of Commerce?","Sajid Hussain turi, Ehsan ur Rehman mazarri, None of these","Syed Naveed Qamar"
"Who is the Current Federal Minister for Water Resources?","Monis Elahi, Makhdoom Khusro Bakhtiar, Shafqat Mahmood","Syed Khurseed Ahmad Shah"
"Who is the Current Chairman of the China-Pakistan Economic Corridor Authority (CPECA)?","Asim Bajwa, Khalid Mansoor, None of these","Chaudhry Salik Hussain"
"Who is the Current Federal Minister of Law and Justice?","Mohammad Farogh Naseem, Chaudhry Mahmood Bashir Virk, Khurram Dastgir khan","Azam Nazeer Tarar"
"Who is the Current Defence Minister of Pakistan?","Khurram Dastgir Khan, Rana Tanveer Hussain, Pervez Khattak","Khawaja Asif"
"First Interior Minister of Pakistan was?","Fahmeeda Mirza, Ghulam Muhammad, Benazir Bhutto","Fazlur Rehman"
"Who is the Current Federal Minister for Climate Change?","Saqqal Gondal, Shirin Mizari, Zartaj Gul","Sherry Rehman"
"Who is the Current Federal Minister of Inter Provincial Coordination?","Shireen Mazari, Fahmida Mirza, Shafqat Mahmood","Ehsan Ur Rehman Mazari"
"Who is the Current Advisor to Prime Minister on Kashmir Affairs and Gilgit-Baltistan Affairs?","Dr Ishrat Hussain, Amin Aslam, Ghulam Sarwar Khan","Qamar Zaman Kaira"
"Who is the Current Federal Minister for Poverty Alleviation and Social Security?","Dr. Sania Nishtar, Dr. Shamshad Akhtar, None of these","Shazia Atta Marri"
"Who is the Current Federal Minister of Religious Affairs and Interfaith Harmony?","Noor-ul-Haq Qadri, Makhdoom Khusro Bakhtiar, None of these","Mufti Abdul Shakoor"
"Who is the Current Federal Minister of National Health Services, Regulations and Coordination?","Fawad Chaudhry, Dr. Faisal Sultan, Khawaja Saad Rafique","Abdul Qadir Patel"
"Who is the Current Federal Minister of Parliamentary Affairs?","Noor-ul-Haq Qadri, Babar Awan, Ali Muhammad Khan","Murtaza Javed Abbasi"
"Who is the Current National Security Adviser of Pakistan?","Amin Aslam, Abdul Razaq Dawod, Moeed Yusuf","None of these"
"Hamza Shahbaz Sharif is __________ Chief Minister of Punjab, elected on _________?","18th, 15th April 2021, 15th, 17th April 2022, None of these","19th, 16th April 2022"
"Sardar Tanveer Ilyas sworn in as the _________ Prime Minister of AZAD JAMMU AND KASHMIR??","13th, 12th, None of these","14th"
"Current Minister of Planning and Development of Pakistan ?","Nawaz Sharief, Khwaja Saad Rafique, Zafar ul Haq","Ahsan Iqbal"
"Raja Pervaiz Ashraf sworn in as________Speaker of National Assembly on 16th April 2022?","21st, 23rd, None of these","22nd"
"Deputy Speaker National assembly of Pakistan Qasim Suri Resigned on _________ 2022 ?","10 April, 11 April, None","16 April"
"Bilquis Edhi passed away at the age of __________?","70, 72, None of these","74"
"Philanthropist and humanitarian Bilquis Bano Edhi died on ____________?","13 April 2022, 17 April 2022, None of these","15 April 2022"
